"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","rcntAsct_L","rcntAsct_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"Italy",0.651750318026695,12.0349733114385,5.24254879693906,13.9588046964251,9.34261524869467,4.63616159658048,15.8106118291547,0.489791163323088,0.440667338606191,0.218593114922919,0.745860043254725,3.09786343890826,10.5645835055522,8.24838459334246,28.1291064337047,NA,14.017322943538,13.6767901403504,0.0589462357877177,0.000432699590283034
"Mexico",0.658768024614629,10.5540676625545,5.72211215862973,9.05522795046811,9.50848749844212,4.72590780639894,16.0811027583455,0.544086319250144,1.30618195076875,0.654436727554892,2.20186396246449,3.38338935722418,11.5128424323776,5.35081651618505,18.2476563244269,NA,9.26318818171785,8.65394649522933,0.0574232382763625,0.0101931774078711
"United Kingdom",0.660517116666371,10.6976160345119,6.07398841704856,44.0542814501932,9.51680870384208,4.72270957245808,16.1052549268807,0.578049858344037,0.185256611858843,0.0919421896097899,0.313496983193082,3.58920030119631,12.2397926333457,26.0320754023855,88.7760520132573,NA,45.1514696662786,42.3903308320852,0.0618375543336851,0.000497555455257985
"Belgium",0.64861582430154,9.92178504784214,6.44603051855702,57.3059069180569,13.5445204513452,6.73506561611348,22.9216075686541,0.873083921885906,0.419443176074006,0.221869374249602,0.709938333579835,3.80899951834038,12.9632578455817,33.8625813606725,98.9999999999997,NA,59.0972567882143,50.6341826086654,0.0866255100167895,6.93281392691393e-05
"Ecuador",0.796761486826835,8.82343575863716,7.07921634706519,1.7025719842509,10.2136826779976,4.98115534135104,17.4046530820916,0.723048693778172,1.35371198933419,0.582049155683303,2.41419466657886,4.15434131532416,14.5156824918867,0.988990626836446,3.58450822552222,NA,1.0742708868256,3.61648741287249,0.0637977369991821,0.0276683256725973
"France",0.641801640521042,6.98573862078575,8.88039584041616,79.5627533583848,7.69355265632508,3.90273417019126,13.0278846348151,0.683217930072519,0.563395437573151,0.364260223729452,0.961740186520903,5.24427371920935,17.506135449626,47.0143542572267,98.9999999999971,NA,84.8013978160812,70.6597644342445,0.0477278188052089,0.00108091955730632
"Bolivia",0.628792023150712,5.81436345520043,9.2087577110286,6.50313799690014,12.3060099971232,6.12625174849519,20.7987432044798,1.13323064453003,3.19525778798617,1.60270442288766,5.38387590282304,5.44855346974017,18.4979444373697,3.84276336180481,13.1048083876933,NA,6.41037793030599,6.7859297844395,0.0658901484586865,0.0273080182908134
"Netherlands",0.647086621078334,6.8255487632432,9.22183812396739,63.5070611349923,5.83090043609397,2.9180648598789,9.86768344574535,0.537716199386294,0.294572502225817,0.17066701254013,0.498577884350581,5.449264787858,18.4271503618535,37.5268997615822,98.9999999999996,NA,65.3034848236974,60.3299347095318,0.0367020813969695,0.000438670295581309
"Egypt",0.545846277831319,5.64278704612365,9.38979219335621,9.38088099557047,1.08102583292143,0.5385126385193,1.82659218619279,0.101506079267821,0.239322368637572,0.12076427080262,0.402254679898695,5.55712873596553,18.8493402024738,5.54324786101815,18.9038965516789,NA,9.38088099556322,9.38088099556938,0.00572777189195259,0.000505040060733906
"Sweden",0.654850473404689,6.64687149381779,9.77823075873902,50.7938478778917,8.9911010685299,4.46922913585255,15.2151547063539,0.879170610232304,0.173033754435483,0.0932672326490792,0.292379956167139,5.77825613475464,19.6716387436822,30.0120766515844,85.312480381763,NA,46.1387042714431,49.929143213409,0.0584373406735549,0.000488223306565079
