"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U"
"Peru",0.674812163327016,4.35518648895307,12.2255490996234,13.7589790636476,12.5435816393777,6.23912361047927,21.2098141913669,1.53352173217348,3.3428437273868,1.67107826036811,5.64244826953665,7.2302459528272,24.5791208495656
"China",0.66196263079606,5.27236830297047,12.3997214936569,31.4040370315162,0.0501414109312812,0.0248768191461639,0.0848895033131853,0.00621739530846889,0.000771805255897659,0.000376988919718775,0.00134180210120148,7.3241037652569,24.9927262482335
"Indonesia",0.749213398504293,4.49343452596073,12.4740668202504,12.494860583577,0.393435466206365,0.197160552203272,0.663172632752526,0.0490774029491456,0.0955510630751746,0.0492528288616034,0.159177913079359,7.40039629582539,24.8921005752443
"Bolivia",0.677692968455891,4.02658124177111,13.3996586725222,18.5690804547965,6.25254271213029,3.1182977459464,10.5598805129593,0.837819381779124,2.00102213641663,1.0064309893449,3.36787127883323,7.93398543431371,26.8678442547136
"Brazil",0.489437652250946,3.27029628426023,13.752672750797,44.7489773696297,11.1107031516707,5.52403012442492,18.8027255519644,1.52801864476175,4.27310174963676,2.12925821792907,7.2337040510108,8.12658058821751,27.6613018094435
"Colombia",0.745036191141396,3.26068164267355,14.1677119330652,15.0455308848511,6.08256039196137,3.02406687410298,10.2857943080079,0.861759634487811,2.76823251033344,1.37718080312848,4.67993043630858,8.37815348705642,28.4967122211354
"Guatemala",0.761176267651257,3.80863910822109,14.4867206510955,13.336699143745,2.36688219875847,1.17497813518971,4.00489501631507,0.342883612274646,0.62745614094754,0.311200545503497,1.06208065041541,8.56161299803897,29.1821270545842
"Germany",0.650170422086415,4.1465532366689,14.9693762875678,20.5565086975755,1.77796624497782,0.882345742345596,3.00880176926114,0.266150457476669,0.115811688791307,0.0574907117727194,0.195961183040729,8.84572922668902,30.1639646120062
"Poland",0.648469890191217,3.38429350120212,15.4380057187539,15.6616119610166,0.931542435417338,0.462393781881344,1.57628518889906,0.143811574452348,0.236193169126803,0.117232573289371,0.399678626322448,9.12344894598616,31.1015372800259
"Iraq",0.896575637359263,3.43383431642896,17.4174895606391,16.3740394622076,2.39933280315815,1.19314280408313,4.05741382989601,0.417903540515061,0.491775758395968,0.245887104056352,0.830131515732806,10.2997514681851,35.0254419743326
"Japan",0.548532913800838,2.04493910922224,17.5844289691956,20.6703064198645,0.235215177017872,0.116484838798623,0.398384195213557,0.0413612457274754,0.113432607672255,0.0560375416407291,0.19230963871673,10.3822506576355,35.5078361734097
"US",0.624740606036747,3.18374258457179,18.2912911721295,56.4677284364677,8.720442981713,4.35953951533138,14.7591711369064,1.59508161728465,1.50039449157615,0.775553319422413,2.54214610694084,10.8073929253116,36.5883050646785
"Portugal",0.650921162090803,3.30544558153432,18.9615372204686,32.9231084892092,2.7615719569907,1.37055472923247,4.67322249846784,0.523636494494815,0.185444864431361,0.0920801627327002,0.313754333929984,11.2050409469374,38.206171802279
"Ukraine",0.486350368998944,2.29531632930925,19.141410567378,47.5392021809289,1.04662106534337,0.520760197452757,1.77190733737354,0.20033803520204,0.435736377818341,0.217409444570097,0.738384165615528,11.306349433543,38.4703047932566
"Honduras",0.812248192815379,3.14424370947351,19.4386155488811,17.4552868254946,2.58863793325767,1.30259980881553,4.35601753711214,0.503195375798459,0.425436053768842,0.228542699586377,0.696023131789981,11.5517297970305,38.63008211678
"India",0.707039145089009,1.95190131603005,23.4858892274459,27.0216907661848,0.766928075900808,0.380663042710615,1.29776532587631,0.180119878360246,0.333977401033851,0.16558530412498,0.565395701837432,13.8792333844042,47.3174062492784
"Chile",0.721834914245831,2.71002068236,24.1112487538697,23.9814546729221,8.31662078679862,4.14022021100072,14.0561747353981,2.00524112582105,0.578734269393192,0.299175933413013,0.962926379804533,14.2659092076537,48.4331997726365
"Argentina",0.693840940859198,1.942246950071,25.5491072610341,35.9587684430161,2.41299263476986,1.19783249796007,4.08394451841059,0.616498076458204,1.10880789078882,0.549526645397322,1.87839693513254,15.0956525897697,51.4678035124368
"Turkey",0.671748057622389,2.40682313188267,26.0801622958654,30.3130979468178,1.12891114632199,0.560295735176986,1.91034931755112,0.294421859136889,0.0852270225665416,0.0423085493217435,0.144209126440277,15.4119383524218,52.5475816880682
"Panama",0.681232474288386,2.19514060627693,26.4775161620054,43.4029517952323,6.97699753732701,3.47613541496027,11.7888446395371,1.84733565056848,1.62777595763943,0.81973469004548,2.73892666126977,15.6702009997903,53.1433741797884
"South Africa",0.66931307406839,1.96730468784094,26.6577476989664,33.6206242639778,3.66978499340751,1.82388939801463,6.20656688512423,0.978282024637102,1.41735800851704,0.704505475683807,2.39701872241069,15.7620475658101,53.6371353275038
"Nigeria",0.599273772318065,2.00764818355641,28.0558151877946,82.1710370250791,0.0853393274153385,0.0445111969832788,0.144144506723227,0.0239426439821543,0.0173203899964528,0.0107453346903414,0.02905216984882,16.6101674815307,53.7901597909144
"Pakistan",0.702753400737575,2.14145684645277,31.1362662913415,30.8970967693074,0.425140880719837,0.212160406688636,0.717836204962487,0.132372996734283,0.00606396696210668,0.00417237117021799,0.00866355383109757,18.4405573052979,62.3928841390996
"Russia",0.596941889868508,1.69503688606941,31.2567232870694,29.7105747773402,1.98654284856021,0.987313158617492,3.35976665896368,0.62092820115353,0.507649793126823,0.25315715982209,0.857394548655831,18.4812894519602,62.8907045078786
"Dominican Republic",0.635829683437213,1.67560805446628,33.000493571661,70.5961384486965,2.3458278514691,1.28371909756031,3.91614006820243,0.774134769326295,0.657172441497926,0.445121185557015,1.05926557089769,19.7678008407303,60.3040626876648
"Philippines",0.77284657498504,1.64445589252064,33.9182267810421,53.2680629252823,0.402293448010885,0.205581416991612,0.680972063747523,0.136450804021605,0.109545954199339,0.0602103770165325,0.18568769824568,20.0376507768454,66.3731216655506
"Bangladesh",0.663959383506364,1.3217397766754,34.6948461312617,17.4264703353391,0.475731961454007,0.236089211326644,0.805068783385642,0.165054472023701,0.178374545131278,0.0884538829256428,0.301950931652684,20.5019093312226,69.911907916596
"Kazakhstan",0.878341586332903,1.24597439321342,52.382405307762,42.9882222301716,1.04806863289566,0.572293740483978,1.77098901690203,0.549003559186926,0.306340478587734,0.203561358001185,0.516659325424536,30.9998285673895,95.9303798644809
"Saudi Arabia",0.706370026236909,1.121489615271,54.0098421436333,36.2340025149231,1.59127392660199,0.901058025595514,2.68094357648951,0.859444535830528,0.284474616853674,0.252210781481132,0.469932300537041,32.057539120458,95.3817081050377
"Belarus",0.631907699682141,0.865569411730705,67.4738143030185,28.6443360222821,1.08504351400843,0.83232488996274,1.79992384633596,0.732120245748994,0.170936448517092,0.170936448517092,0.253118864311444,40.6750678501952,87.9608737618994
"Israel",0.653644441502972,0.724766760927167,69.4351498417075,94.3520488226566,1.5184332693298,1.12638938519202,2.5138980935599,1.05432641580548,0.546584571257581,0.546584571257581,0.869784813660753,41.939902755265,93.6023039337991
"United Arab Emirates",0.455676907763296,0.563877207075241,74.9973270668872,77.6843755289849,0.866432544463922,0.661162582741832,1.46607813440491,0.649801249185561,0.320960664429297,0.320960664429297,0.543010340976202,44.3224159706411,98.2816127450595
"Oman",0.57857772202742,0.667627921629448,76.5654649416871,74.1541238019036,2.16666514300329,1.67014270755544,3.65792909050382,1.65891724046993,0.822780017375395,0.822780017375395,1.38482093841134,45.3512684206091,99
"Kuwait",0.630275183360683,0.656499207904841,78.8459317575897,61.8746300110986,2.24550952782994,1.75380118390432,3.78442086759213,1.77049290992297,0.58834339059843,0.58834339059843,0.980336139335348,46.7837212579757,99
"Singapore",0.052337638146678,0.0486512784474836,95.7867988841778,95.4425230455992,0.998184401200553,0.967609043148344,1.67994105605577,0.956128884871208,0.927704260883051,0.927704260883051,1.56066697244154,56.9144305048443,98.8135540528039
"Bahrain",0.418913530840553,0.365218912653632,98.517671661874,98.0328108072564,2.8281151666345,2.7596984511711,4.76039065705829,2.78619321408464,1.43985885766338,1.43985885766338,2.41158221775554,58.5286673889571,99
"Qatar",0.172138341458947,0.166256858095396,98.879771270965,97.6580677254114,4.08096097637895,4.0556317058566,6.88243131444572,4.03524487910084,3.13673418403607,3.13673418403607,5.28474302673446,58.6310955349625,99
