"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U"
"OH",0.604505830127783,3.58184329675389,15.7340083829942,50.9353220108452,5.66822760121455,2.84947585718857,9.55225967239993,0.891839405942288,1.09689198647952,0.580351999743399,1.8170348803102,9.33642338596749,31.2983668098953
"MD",0.648841131514303,3.70902817711328,15.9242105078012,27.8609633322422,10.1154345143244,5.05359666021523,17.0718293609017,1.61080308583981,1.31008426916924,0.683436318046342,2.17127554068943,9.43544509371039,31.874389551524
"NM",0.608137455284938,3.0605485138895,16.1423578246828,17.3255518102037,6.68965902440428,3.32048353354569,11.3198577185004,1.07986869697052,2.01496696790855,0.999911852282327,3.4099393828392,9.53959602518375,32.5214290648029
"DE",0.690372184996945,3.76457099178292,16.302004161297,13.2260475490618,9.88956695581353,4.90577182095351,16.7387090642262,1.61219761667098,0.786619960523016,0.388268652950558,1.33406716507438,9.63155289027962,32.863281773216
"CO",0.621009987929859,3.40389961314904,17.4981732495518,78.5937603815455,5.10492682197972,2.65675010028637,8.56390519546616,0.893268939572851,0.64197602665668,0.441704053109714,1.01169839149647,10.4306262059715,33.62261808051
"MS",0.673668584556152,2.86706835413844,19.3457928590862,32.6701230524253,12.0491256252941,6.01553653005723,20.3409811327551,2.33099888480046,3.3603427202337,1.70054526851945,5.64137320209586,11.4596187351398,38.7496422497543
"ME",0.679811547808769,3.0958230958231,20.8769187148265,29.1539088280053,1.4503079942379,0.712393183849564,2.54339439051645,0.302779621071676,0.0605444773694307,0.0226718553993238,0.191575191057148,11.9045485906806,42.5017571666736
"WA",0.686221115206987,2.67493881623046,22.7105978283564,43.408988632506,3.70946312957955,2.00236365286676,6.30070893098812,0.842441252949976,0.555960362411828,0.436855141235734,0.964853553168919,13.370578805929,42.0723404434486
"MN",0.67151510522775,2.76712196844454,22.9083353411833,85.5230790228483,4.8224158854291,2.51937849455108,8.14533466198454,1.10473520258059,0.384861521407897,0.316879333686826,0.636183193280388,13.5627969681412,43.8495130830845
"AZ",0.616304168431917,2.29462160122042,24.2220584789777,48.5177421699059,10.7451548883275,5.35945811011678,18.1743402972176,2.60269770070742,2.89278236132895,1.46014031555817,4.88935409084986,14.320727234902,48.5627025574551
"MO",0.656542269600055,2.11578442347673,24.42956600705,41.92044300309,4.17048214873568,2.06985453993407,7.06430550548756,1.01883068933762,1.07496616166317,0.533323425108255,1.82630399363973,14.4222342669947,49.222332762092
"VA",0.654036953428613,2.29416412247247,25.0337213989773,39.4112268056285,4.79796953014508,2.40394177437385,8.08803982137145,1.20111032498434,0.870074466737344,0.454083731068007,1.44176322746776,14.8504501895575,49.9642020363488
"AL",0.635810429705075,1.79604145591968,25.6315891502048,24.8909984052444,8.3377611429098,4.13842211504151,14.1088390032523,2.13710068047606,3.31570548615447,1.64464648006376,5.61221252437554,15.1472469136789,51.6404712005707
"TX",0.646845918164278,1.78248687897084,26.2118284058437,25.2890260048577,6.66837661192843,3.31211767362194,11.284577344089,1.74790343497409,3.05827657155265,1.5179976961578,5.17880780278875,15.489312374554,52.772987170552
"GA",0.593688690788737,1.97034750810292,26.7928520704769,69.8503109590029,7.949947979665,4.18329152309653,13.3693587415328,2.13001780187151,2.49160519732184,1.47273693572729,4.13477891052859,15.9320865200099,50.9172690956723
"SC",0.732479626088281,2.08207897139084,27.5500819878846,30.7551400854643,7.25948678711131,3.62638309064471,12.2523973780074,1.99999456174882,2.02435706068142,1.0259930186645,3.39639122634646,16.3232916795429,55.1512212515102
"KY",0.698259607040399,2.13831370956828,29.4257508104176,85.9620289966252,2.8102615376787,1.53471041633614,4.73436098767251,0.826940557198345,0.292673483861836,0.285023406823906,0.474318800637896,17.4667829375825,53.8825141470353
"CA",0.617811248725547,1.81689121858662,29.8649426179212,61.4314114526169,4.9664488581973,2.55528776987058,8.3735093969786,1.48322710164903,1.3985597334591,0.783526730426321,2.33723299543572,17.7133270093925,58.0454036972967
"IA",0.633206748497427,1.9094085049994,30.9508115609853,82.3834863757429,5.10035756714098,2.69937074544746,8.61570098391215,1.57860205954226,0.885764431763203,0.60709965113046,1.48443794824762,18.3223867969645,58.4803722202519
"FL",0.599445000706791,1.61517223602789,31.7922349196968,63.2683435982463,8.06796455948841,4.16166886016345,13.6256402592263,2.56498624599044,2.96522366831226,1.62683961763404,4.9938634972922,18.824702525473,61.6335977747566
"NC",0.579209626812307,1.61727587173974,32.6911651779629,85.833893041231,4.05582110819798,2.18348196091235,6.86369726002735,1.32589517780369,1.20552640203141,0.768105151379526,2.04142009430785,19.317506696069,60.723889710986
"NV",0.757329586871578,1.71582138919515,34.8658141026572,49.131253327111,5.40523696472338,2.78130369628621,9.04759122113929,1.88457987192856,1.25979617243743,0.722363941579712,2.03470870441864,20.8296310682707,67.7588669818757
"OR",0.821954279974977,1.70284261193352,35.3550154917095,32.6444790622253,1.47681546276746,0.794854380617815,2.45978945884895,0.522128335645395,0.301924531355433,0.21146748316895,0.472004923930729,21.2265457828949,65.6885523156532
"WV",0.798041176938117,1.91058941058941,36.6329751430796,88.0786160051571,1.21977083091598,0.694626505978522,2.0540860912136,0.446838345291988,0.2174689581498,0.196709545661659,0.358616893301801,21.7536327811842,64.327856977258
"ND",0.636878576494114,1.30489335006274,36.7791180262707,42.0584369604718,2.84358820852585,1.41124557612504,4.85693348257946,1.04584666339484,0.948492945174458,0.470520169458654,1.65026448966211,21.5330654032224,74.1080561093059
"SD",0.711653391378006,1.49770759042282,38.5229866816903,30.584795209448,2.8800130341634,1.50350527331081,4.85692946465804,1.10946703758171,0.588602577572913,0.365763582531422,0.980052288577446,22.8429719981496,73.7920283537547
"WI",0.673621220925257,1.52729018513518,39.3273870557935,89.2943885971715,2.91089506867118,1.66064876506305,4.89421662680022,1.14477897044432,0.427849890886988,0.427849890886988,0.692732990891047,23.3904434097917,68.9356469910032
"OK",0.673014258227832,1.38111811093,40.3419639800722,86.6773309094168,2.84391633547175,1.66998673005335,4.78469067823702,1.14729170367941,0.722359477703794,0.61650570187523,1.19529596970093,23.9783881724647,68.7006479172892
"KS",0.578765180916235,1.2136295203859,41.4694958530272,72.166416910308,2.69398338188635,1.46152456840736,4.55846150021875,1.1171813268326,0.820193420303589,0.531288554514632,1.38796192280938,24.507859214759,76.439448982374
"MT",0.951731523491501,1.51860288534548,41.5349607286214,49.7097546388646,1.18670960238845,0.586955426714839,2.00830554964203,0.492899367314821,0.314705511848793,0.153645782193323,0.533411388053348,24.5430466197077,83.9756044293781
"WY",0.546895153977453,0.939727802981205,47.3184288602644,61.0340552055078,1.12685451223869,0.612576781645922,1.90834787323594,0.533209850732343,0.434676370724986,0.268940670684112,0.73717454162968,27.9409146629116,87.0437578942628
"NE",0.717506808901444,1.20909404064761,49.2481138496226,49.3615050014138,3.04725889963613,1.57069866741795,5.16880075670065,1.50071753218556,0.459534531966685,0.286203902344266,0.790070838735991,29.0341532364172,95.5445855602951
"AR",0.65570092692033,1.107328716203,49.6603397589031,86.0325091385005,3.4106656890016,2.01313895574513,5.75104052937726,1.69374816919853,1.05000012754501,0.840488506644766,1.75770666770204,29.4511603690947,84.1346874921316
"HI",0.925728437908093,0.960080848913593,53.9811654492588,60.2023115503213,0.517856628869062,0.283125407809017,0.883487895397854,0.279545043619762,0.237713541607817,0.143913888121194,0.409665030426636,31.6410722858718,98.7354140283766
"TN",0.690853677999021,1.01983495921451,54.545220536571,85.0911694871837,3.39311158454813,2.10203031562619,5.72419586539349,1.85078019684372,0.986564657258286,0.906711233428008,1.65307978704198,32.3325798132258,88.0472647366349
"ID",0.76042035501409,0.961125219769486,61.0883632888052,91.1437956650776,2.34453270489851,1.58443847654804,3.96230934499024,1.43223665619326,0.715622025057958,0.715622025057958,1.20725747135566,36.1465128411568,90.3939583260828
"AK",0.591136707351283,0.580021482277121,70.7412834235294,93.666237489882,0.899509396099923,0.690432377378327,1.60584331542855,0.636324491316324,0.399236283205577,0.399236283205577,0.759389512013795,39.6255652841515,92.16318819412
"UT",0.666789660425496,0.778443113772455,72.9925314437721,92.7007681258145,1.92683258065842,1.41201886908791,3.24723866579662,1.40644387730594,0.449415327426261,0.449415327426261,0.74759255703274,43.3119958849994,99
