"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"CT",0.654033708089897,8.65700032997535,7.42833542108535,13.2448404317931,19.4527687155254,9.6534110919846,33.0176286520098,1.44501690887718,0.557571536223721,0.276705782586651,1.04133529788063,4.37650118397956,14.9689772362124,0.734529995276353,13.2575744701048,12.7165269742212,0.125095118569697,0.00131826694456856
"NJ",0.66076913824088,8.44256608250316,7.59094193410982,8.74396065271491,28.0043414826323,13.8977638732243,47.3907632948728,2.12579330097645,0.938079320160813,0.466097217544057,1.58671603294183,4.48567010357995,15.2959376801044,0.889422171524537,8.74396065270961,8.36980703823651,0.179471504212362,0.00303979086238867
"MA",0.663068407541932,7.10851648351648,8.85211626373134,8.85727478705327,20.5227593717905,10.3003446517698,34.5712443544135,1.81669852011671,1.26743130105813,0.744366378688932,1.9862702357033,5.2549410761513,17.6372595435878,2.00665147042336,8.85702617447909,8.85769655444879,0.129140313758297,0.0058469325294454
"PA",0.622772099796685,5.92166602681125,9.64849291545931,12.5557262196754,10.3329908641475,5.12830225108029,17.485702999442,0.996977891482332,1.61858904811127,0.803309102331302,2.73901395637605,5.70167462820422,19.4407006972398,4.70875690024436,12.5556035963211,12.5559085646601,0.0590377010947283,0.00356975779310543
"MI",0.65951968026015,6.34116500028676,10.0558041109712,38.5052155722696,10.4174344721419,5.16996469250409,17.6289400131598,1.04755680390738,0.497409527079605,0.246887406957882,0.84169767608729,5.94225633036012,20.2623589562657,2.36643958408032,40.2000303388695,34.5998369011215,0.0664273054074971,0.0023430795093992
"NH",0.669415879584783,6.0709219858156,10.3796774463621,12.0109770135041,4.99526632964957,2.47918740914318,8.45306939261873,0.518492532604355,0.314749183468757,0.156334227432955,0.532456074829092,6.1337782587838,20.9138095285644,1.59930572774611,11.6760066481414,10.9136830037763,0.0314772771566899,0.00169153592197165
"NY",0.660316495043845,5.89901799716227,11.1153890856768,44.3645366037485,19.817059247375,9.83423249554305,33.5362826939224,2.20274324068483,0.179629156511716,0.0892140076462011,0.303885107363641,6.56823912414127,22.3987305738717,0.789381412020814,46.0918094198954,40.8772670307004,0.129940220199274,0.000966404042941033
"RI",0.649818363112876,4.899628960137,12.4025095829594,15.7489406534855,16.0000183222346,7.94059239328353,27.0759458043867,1.98440380569041,1.45360289368365,0.721683232886205,2.45946722660504,7.32902857771605,24.9906267367268,2.00619086555315,15.7489406534721,15.1781443564012,0.0972284235496682,0.00264310277610748
"DC",0.647687619219603,4.469522607469,13.7617396511413,24.2605589194699,13.867933293981,6.88279008278447,23.4674929079905,1.90846887491162,1.15137627073707,0.571838914830379,1.94782427879712,8.13239353003831,27.7281284472871,1.54265371599353,24.6822637445385,23.4377363708804,0.0852994478206841,0.00297556213327968
"IN",0.590430783410517,3.80468944578199,14.7633308461878,58.6443153982254,8.48345105130239,4.28202727748297,14.3406345102257,1.25243994587817,1.57145990911909,0.851326078699901,2.64436775122256,8.73350439957946,29.2487615028546,7.90208915391346,62.8039072570278,51.4709233200892,0.0476514504355845,0.00481267766244681
