"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"CT",0.651469173992298,8.65700032997535,7.40456165346958,13.1772818725578,19.5152255663924,9.68452986476643,33.0253779829784,1.44501690887718,0.605497945416549,0.300634145338981,1.02446691062074,4.37547424777987,14.9208782362719,0.734529995276353,13.1620012344337,12.8020979177844,0.125095118569697,0.00131826694456856
"NJ",0.659082018164179,8.41504216492343,7.60806276609369,8.90847727240596,28.0415049230352,13.9161224281796,47.4537699590193,2.13341529510177,0.949200082202127,0.47154854260293,1.60562820263868,4.49577619848575,15.3305297945761,1.2839080170264,8.90847727237202,8.85978699969698,0.17952779663574,0.00283713813822942
"MA",0.668837050197047,7.11630504148054,8.93655811391684,8.98305404487247,20.3522175254038,10.2157148633374,34.3962298411834,1.81878774662847,1.03690006383952,0.62996324240787,1.70974095454484,5.28775320733204,17.8038225514284,2.08283110746831,8.98297613355672,8.98303485897851,0.129430484107152,0.00568733883757468
"PA",0.61807647902306,5.87223358750232,9.68077650152153,12.5656368174315,10.4127066800477,5.16786047551195,17.6206066878884,1.00803086145442,1.64666262493256,0.817288133229625,2.78645742007423,5.72075002472697,19.505767739493,4.77136349927717,12.5655719574706,12.5657797547459,0.0591939268187154,0.0035931916517035
"MI",0.659961657076872,6.23455171897236,10.251362819234,39.4850681418267,10.4326189972544,5.17451562406661,17.6546269986861,1.06948562495688,0.48440991020714,0.237447899328703,0.819694363206744,6.05782056475323,20.6683234268869,2.14149193586352,39.8563284387262,36.7115874909935,0.0666776344149115,0.00259340851681365
"NH",0.664285073001754,6.0363022372309,10.3988477910554,11.682966508302,5.02637032863226,2.49462247630752,8.50570692935866,0.522684599889241,0.333076084837944,0.16540760913201,0.563499925733465,6.14510474238326,20.9524529203675,1.06870229007635,11.302766241274,11.3409235804554,0.0315508221967756,0.00147090080171448
"NY",0.660037332024529,5.88452937494328,11.1414698558928,45.7872727687445,19.8271890233287,9.83926694375508,33.5534253916902,2.20904028830506,0.178981640330761,0.0889080945722066,0.302778634436644,6.58365058862855,22.4512689912039,0.76478896418022,47.6170880204339,42.1230838382765,0.129991624669643,0.00093556136071951
"RI",0.645108546160019,4.899628960137,12.3390363808293,15.8283698705211,16.0823239712098,7.98143579803814,27.2152322872678,1.98440380569041,1.50727656382292,0.748304700630168,2.55031826329676,7.29151889921139,24.8627421920525,1.95384615384611,15.828369870467,15.2592598100688,0.0972284235496682,0.00264310277610748
"OH",0.484770296551508,3.46509642689152,13.4098170028287,55.35471662537,7.32395266513005,3.67774146352498,12.3628192535242,0.982128649767732,2.45177315545921,1.25926446859288,4.11855947962575,7.9442126397485,26.7046680553341,4.22382718290496,59.1347329697841,48.1256784405099,0.0340317047505796,0.0057403906203215
"DC",0.644756503322991,4.44444444444444,13.7785689727296,23.673635644081,13.9754265072654,6.93613257960229,23.6494044997026,1.92561378053671,1.21897879504732,0.605375835100191,2.0622425643432,8.14233517195295,27.7620670948466,1.59524014831424,24.0738942398971,22.9533304095295,0.0855828346905203,0.00325894900311584
"IN",0.595050871520216,3.74714890843923,15.1093467331514,59.0464813716286,8.44794342877034,4.26545873709585,14.2775371471429,1.27642906447339,1.47680857806116,0.805415511632334,2.48117075175054,8.94012077376258,29.9247781574474,7.77578892475085,63.2449571531509,51.9865551838356,0.0478296977564158,0.00470870005862851
"IL",0.627762855782222,3.65035312168596,15.2020937164523,19.0635253609797,11.5031695705514,5.70867315510809,19.466444208078,1.74872261847764,2.05243834108765,1.01830446542088,3.47363036080421,8.98326679379882,30.6327332282616,4.20493966258487,19.086003246884,19.0207494410339,0.0638345506932271,0.00393787128148354
"LA",0.535798819924241,3.32020455706121,15.4717738444933,57.864747076551,19.8738717125525,10.1893967293494,33.2500860356548,3.07484048551087,5.56055393575585,3.08389085347989,9.03119897595363,9.24761662936343,30.1768649036321,4.75172811604619,62.6615921928728,49.0992534703178,0.102090993922295,0.0211452690740867
"VT",0.611035509792836,3.72511239563263,15.7069704465726,29.4469869807132,1.58861717013928,0.788197942190265,2.68861925493259,0.249523629422955,0.180278435341267,0.0893230813130536,0.305276780659029,9.28073504514164,31.6574829832176,0.482315112540193,36.6523724823116,30.3569443805416,0.0092950356496669,0.000320518470678169
"DE",0.643612632932007,3.55134655223439,17.2399036125596,43.9036553819922,10.06397728955,4.99976334859512,17.0339056399379,1.73501998430831,0.849933302501465,0.427151513953665,1.44122297730808,10.1856850741286,34.7020421435713,3.87434554973803,52.6468028525201,21.4589365815863,0.0616165723933109,0.00215658003376588
"NM",0.59431918886494,3.05736153403012,17.3893618994516,20.4281068587632,6.66492637321775,3.30818616302385,11.2780354795348,1.15898816737083,1.63208291234799,0.809909238244754,2.76198175035209,10.2765075484461,35.0339464061917,2.50808858568888,20.1473434518917,20.7212374431978,0.0354344584131562,0.00648598431250235
