"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"Italy",0.657549522892074,13.9041612340753,4.6229165574052,5.39775876448531,9.09680617914609,4.51431474687569,15.3944436583971,0.420537759050804,0.288818811355707,0.143327661676301,0.488764742660232,2.73175028849721,9.31564994093186,NA,5.39775876448677,5.39775876448523,0.0584722480685909,0.000548306351045676
"United Kingdom",0.66129695007471,12.9200152363825,5.04572816155778,18.5255017240821,9.39975039518187,4.66469050221755,15.9070600299445,0.47428585280583,0.138925308582281,0.0690305353311838,0.234980467688553,2.98160597818202,10.1675738739871,NA,19.1632914730722,17.3303376382287,0.0612778044465198,0.000519767752367716
"Belgium",0.659297347164267,12.6227866712296,5.05936385475094,22.0119691486091,13.5140068024089,6.70629802556003,22.8697213901107,0.68372277548966,0.553470374340707,0.274488579144091,0.93687015488071,2.98964191048395,10.1952339857811,NA,22.906643457136,20.6828316474031,0.0863048673726698,0.00133456668093093
"Mexico",0.644409401975655,10.8753310656785,5.14844685158656,8.54057237052569,8.08809677286418,4.01686422736119,13.6854439505822,0.4164113636558,1.92982423255376,0.959119246250023,3.26617084958117,3.04273186284239,10.3665780092685,NA,8.89088657740662,7.86291728738476,0.0452861143926748,0.0136185992221126
"France",0.656462553373876,12.4879456006594,5.16124898862561,33.8882047689227,7.21848736147197,3.58155253105487,12.2166630124584,0.372564105938039,0.193520929076068,0.0954155385000804,0.328345444023761,3.04963888713392,10.4023074548709,NA,35.5043991025172,31.201202450124,0.0465256028771254,0.000357747523938031
"Netherlands",0.655763264118844,9.65250965250965,6.5794859315792,29.5661224131319,5.68698023139476,2.82216941990979,9.62403940630579,0.374174064256308,0.228801492974657,0.113570896914825,0.387160876997178,3.8879107665659,13.2583841925503,NA,30.553619542066,28.2731581027803,0.0361171876695278,0.000216410679153446
"Spain",0.64806479501204,7.89465013344463,8.05796967299427,80.3993769026775,9.67054024728277,4.86553888807717,16.365513989887,0.779249200340751,0.34947993901499,0.240050314049551,0.591411929741491,4.76153209011514,16.0156812691452,NA,84.1367130943261,75.0547792684377,0.0615189980345673,0
"Canada",0.650623514602299,7.26711649771354,8.60619265206509,12.2845287150422,3.8849992473517,1.92799785555224,6.57560354708693,0.334350519758367,0.230373866352418,0.114360877865592,0.390940142246954,5.084712260466,17.3418512264163,NA,12.1643042231653,12.472450657775,0.0242976417815512,0.000486487437210376
"Peru",0.611230418047645,4.89036792719389,8.75825815913259,6.77602369297485,19.0174359926345,9.45171298878715,32.1634410851781,1.66559613948273,9.29804975947251,4.62236876675634,15.7237560146749,5.17853837551695,17.6221616278306,NA,6.26149439952071,6.41532634103926,0.081453779401843,0.0396856864107314
"Sweden",0.631454458607998,6.79425949612176,9.16600805986548,38.3066658574158,9.26357509723525,4.64378741234772,15.6234511599329,0.849100040044275,0.55915490254928,0.324217521757397,0.893008216679204,5.43477898290381,18.2846449384513,NA,40.7692263891395,33.899641004151,0.0576900601022818,0.00143477869684431
"Ecuador",0.620639597808307,5.93058159528274,9.87132280846514,31.0059728623044,6.0023564900019,3.00364176669165,10.1578181207524,0.592511985242946,0.850924892859983,0.446875958522936,1.44058290776556,5.83306353982109,19.726453128116,NA,32.7490164600833,27.6042789820887,0.0351394067466625,0.00425356618931754
"Egypt",0.599951634454906,5.35797339617376,10.7982796685125,10.816890659206,0.892540101594891,0.442814944175538,1.51038873797716,0.0963789763238415,0.138889552784406,0.0687493195230069,0.235081295691281,6.38107090581995,21.7650685893824,NA,10.8168906591595,10.8168906593675,0.00516395991093604,0.000781965380031788
"Iran",0.719831079799781,5.74180286630155,10.9499352375586,11.0910442154099,3.83119645587606,1.90177190384919,6.48702078726704,0.419513530742068,0.487816362658645,0.241924389191569,0.829991444295224,6.466967572626,22.0590876273317,NA,11.1035311287123,11.0368703210476,0.0240876399326709,0.00643800430405553
"China",0.660186393479549,5.25733568730865,12.4296166305144,30.0165844342952,0.0502172064405437,0.0249131870259853,0.0850180537145222,0.00624180624311355,0.000719281071604447,0.000349679357625255,0.00125319609805927,7.34174210112195,25.0542262481438,NA,27.040167380484,31.3478893796335,0.000328152707151868,3.97549507070276e-06
"Romania",0.736892148628703,4.25714602260137,12.7520063030168,14.0270421071137,2.92414705120193,1.51515951134791,4.86049387692553,0.37288741627875,0.848611767792753,0.48442757759341,1.34910370311837,7.671800967572,24.610439593058,NA,12.898505019645,15.1224842821939,0.0158743618108918,0.00516407345832526
"Indonesia",0.750897766295432,4.38819096355641,13.1283309932668,13.5442970454007,0.402613440213614,0.201715035545214,0.678704588764786,0.0528564250546217,0.0862372489456748,0.0446349249843283,0.143410591978662,7.78783964770567,26.2035127484456,NA,13.0851327535878,13.6025133420896,0.00231944086790588,0.000723139362512634
"Bolivia",0.672055978942592,4.04973839777128,13.5178586151788,19.2952369830037,6.61937640856408,3.30033552011655,11.1806759992319,0.89479794411619,1.90174140567667,0.957420766008284,3.1995046728214,8.00307552224625,27.1123326298834,NA,20.1203304391774,17.7797288561763,0.0362369759253414,0.0164942515058062
"Brazil",0.493122226094428,3.22502446179646,14.2203836569428,49.8441509005631,11.3532859351717,5.65615526256343,19.2132502625046,1.61448081765114,4.15423827728746,2.0820563869818,7.03249916901047,8.40295522929747,28.5437853578199,NA,54.8272758028481,40.8321036255458,0.0520674013002607,0.0134570313803937
