"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"Italy",0.656611963413684,13.871935693636,4.62113047853062,5.27247591414549,9.12326626911361,4.52744531783701,15.4392222721883,0.421598038199513,0.313672281924842,0.155643966875488,0.530847819369244,2.73069478997634,9.31205146837492,NA,5.27247590946067,5.2724759229333,0.0584838087446671,0.000545003300738172
"United Kingdom",0.661074454974883,12.8923257074164,5.0533541567049,18.4282825672193,9.40935987750793,4.66945911750718,15.9233222308041,0.47548827848937,0.145686571834199,0.0723879866049267,0.24641952995066,2.98611226725994,10.1829412470199,NA,19.0154215744048,17.3234919603233,0.0613014975634369,0.000518286932560401
"Belgium",0.659221690546224,12.5429358698524,5.09759986453913,22.9975490712705,13.511582233294,6.7050830064717,22.8656345576412,0.68876639762149,0.543320519646355,0.269422497342149,0.919733760401959,3.01223390886092,10.2723023258131,NA,23.9758428060268,21.5374556405482,0.0863915275467562,0.00139522880279143
"France",0.655951225819451,12.4879456006594,5.15956495680984,35.5888677300999,7.22084340553386,3.58272169577731,12.2206501639478,0.372564105938039,0.193553904034528,0.0954335594505551,0.328398970012709,3.04864390142795,10.3989128258875,NA,37.4255748602163,32.7628028555498,0.0465256028771254,0.000357747523938031
"Mexico",0.646246948258794,10.889687932354,5.19456180661028,8.85654048754555,8.10369449758817,4.02460445166033,13.711910723537,0.420951419296094,1.86126180988246,0.925160829359289,3.15012337304193,3.0699690785874,10.4594482352777,NA,9.23254008722404,8.1162382362968,0.0458402959081596,0.0135535397231235
"Netherlands",0.658886870303313,9.57923285548237,6.71817093842041,41.8502701543204,5.61764029363209,2.78770961679267,9.50676431220475,0.377402677631786,0.159193314339763,0.0789704051818935,0.269442249198509,3.96983311290549,13.5380914625533,NA,43.4050248301437,39.838869085766,0.0361522812931743,0.000245655365525533
"Spain",0.649082336689563,7.76477820889969,8.20810812815795,86.3781146257752,9.66754753157928,4.87731319582525,16.3604493940811,0.793522754733092,0.346473468467566,0.25181086695369,0.586333579091659,4.85025035449317,16.2696698545484,NA,90.4394109178597,80.3336615493366,0.0616152819421757,9.62839076083587e-05
"Canada",0.650200309807693,7.25232840010207,8.62985458323868,12.6328849181576,3.88438265191618,1.92769187586243,6.57467963997454,0.335216574316917,0.227326881879742,0.112848648093405,0.385903533435143,5.09859936412377,17.3895308951771,NA,12.5274928305459,12.7984863740807,0.024311006821035,0.000486487437210376
"Sweden",0.65803619707406,6.79303602580464,9.620712560324,83.331833490522,8.84563459276736,4.45501557526572,14.9185843098609,0.851013078306734,0.138175155159999,0.133927450283681,0.18301182838149,5.70438227000019,19.1023592157919,NA,91.1586281460893,70.1237650985803,0.0578096249936855,0.00134510502829154
"Ecuador",0.620107483239024,5.88274706867672,9.938750044179,30.7720698817235,6.05047357083209,3.02766840597956,10.2392470267727,0.601341444694114,0.881953231844188,0.462412114711139,1.49310663598202,5.87290689561231,19.861535811071,NA,32.5681351900934,27.5131001344233,0.0353753962104812,0.00419025194292716
"Peru",0.688579458290787,4.85290021681312,10.6729469222534,10.1595589013303,15.8313777311379,7.87066152067605,26.7716501811067,1.6896745423058,6.02553019300593,2.99755192080898,10.1868275429712,6.31143217125343,21.4680117785152,NA,10.1044302292094,10.0892742544535,0.0819982195269941,0.0396518511487164
"Egypt",0.598640027689337,5.36248632808469,10.7954330377844,10.8109139241803,0.894261060199481,0.443670048740798,1.51330112946185,0.0965393539368162,0.137274621678515,0.067952102731132,0.232344099051073,6.37938821674883,21.75926777361,NA,10.8109139241688,10.8109139242279,0.00517690965608306,0.000754073621253584
"Iran",0.719846632974754,5.7454200794224,10.9632082798632,11.1169222080175,3.8534446874334,1.91281394198077,6.52401440458158,0.422461167032647,0.479112006244988,0.237610749435762,0.814597914086466,6.47547875945779,22.0858473352184,NA,11.1307311645744,11.0684295963013,0.0242721687184559,0.00635840365136395
"China",0.659816731999733,5.25651479441956,12.4305075305227,29.3527447357908,0.050232123106725,0.0249218014945231,0.0850409804533625,0.00624410784552291,0.000704114468828524,0.000343420498768355,0.0012251368124309,7.34246925686287,25.0548013027675,NA,25.8637733814874,31.5585233905992,0.000328222452679424,4.04524059825895e-06
"Romania",0.71570009626915,4.21913416737982,12.6107832817524,14.6896060588026,3.01459145945058,1.56004169889988,5.01355364473094,0.38016359578153,0.907078511829637,0.513436318556952,1.44805406331919,7.58271722455923,24.3688098881983,NA,14.8695693631898,14.3513726229912,0.0160396121615582,0.00518989382561688
"Indonesia",0.750343660038832,4.37821242540274,13.1803889336434,13.6036128919035,0.406355543859313,0.203572019309245,0.685037379549815,0.0535592411340795,0.0863726121000881,0.0447023104160898,0.143639375723217,7.81844067681051,26.30972631495,NA,13.0847654784427,13.6971100625479,0.00234493735028369,0.000697273365897465
"Bolivia",0.672794245230606,4.02950975725845,13.6722455778489,19.5512223253539,6.67365657147199,3.3272715408077,11.2725347364607,0.912438715473901,1.87296874137993,0.943165104503956,3.15078154659293,8.09435266163026,27.4230312820337,NA,20.374836822578,18.0149482614036,0.0367668070690245,0.0165463660445291
"Brazil",0.487834206034786,3.21409271167592,14.1538923453664,50.5296936942347,11.5716530604328,5.76631235064753,19.5827946283311,1.63783931675296,4.30138131039792,2.15687075728626,7.28150830018096,8.36366487949293,28.4035830381099,NA,55.5887874584345,41.2688082918727,0.0526416741087195,0.0134229161640496
"Guatemala",0.730579865679331,3.80234583314067,14.497344308803,13.5516951365092,2.54550379809282,1.26361742508495,4.3071777228809,0.369030450003174,0.646477401618089,0.320740361642217,1.09413209375485,8.56780178915728,29.2042862560528,NA,13.5534433949587,13.6475114837167,0.014031813938716,0.00508489730896314
"Colombia",0.733439674127459,3.18193947166144,14.9905402087768,16.4795225864138,6.65475380527508,3.30801247770227,11.2541216228465,0.997583544974862,2.77893854475897,1.38246297849821,4.69809038495889,8.86416175696657,30.1565834983724,NA,16.8338693294607,15.8379203170564,0.0317425045803546,0.0170959380698749
