"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","rcntAsct_L","rcntAsct_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w","cvDR"
"Hidalgo",0.721960290896027,5.48756076637118,11.4325656346978,4.95535172726902,35.3235732380148,17.5565550719341,58.6789286176654,4.03839069495657,2.49498387530468,1.25880993982555,3.13242532299516,6.88218205425926,23.0021816831957,3.17310375593791,10.0017207807213,NA,4.3779568198451,5.0597147777353,0.221609143369221,0.033374175317199,54.4229206178543
"Cameron",0.728337077331684,4.48365031698365,14.7031158662429,5.46497684321206,38.4676572351322,19.100740781335,65.1272403224072,5.65594421431065,0.862240973733926,0.433339376208729,1.49031478313498,8.68445244464736,29.6111249247337,2.39338914271838,10.9380258331551,NA,5.9627343807869,6.88754367279648,0.253592760693358,0.0405748417109373,67.4119333192936
"Bexar",0.558758286180083,2.15894286246045,21.7019237031111,11.1803785511829,14.9592525785441,7.48807064450968,24.3952295593731,3.24644558115132,4.45768700311081,2.10836367145145,6.74007622040735,13.3077066286674,43.3549005514744,6.37100281535841,21.5234698243327,NA,10.827944629935,12.8013738504208,0.0700889051579291,0.00478336637212878,84.6171525424246
"Webb",0.721505571068383,2.32496169475718,27.9869890206694,14.7499275577557,19.4395410016194,10.1608840918695,33.8302268219737,5.44054220579174,1.09526003039483,0.82546301426866,2.85216992785723,16.0818969214181,53.5439845253736,6.29343409155956,24.1562205974342,NA,15.0454906863247,19.6778338736338,0.126490522271755,0.021746221593998,45.6209091424621
"Nueces",0.684370909124162,2.07880563167344,31.4342615298484,13.2835757286519,18.5869937403415,9.37135933255291,31.6049546913558,5.84268422287552,0.485081666337231,0.327115774047076,1.01501306998694,18.4866084445726,62.3461764248013,8.13114366462317,25.4536740708277,NA,14.5478034297191,14.7903509538922,0.121458048666032,0.00800518957117028,60.774036353778
"Harris",0.602316728678843,1.7521262288561,32.8051494209281,44.6763756309858,10.2750831670596,5.2661237151127,18.1304209968488,3.37075638607855,1.24477325806601,0.468379668218091,3.23713710499315,18.5917160261442,64.0083022813377,20.9513453786377,71.4114272902832,NA,45.219185090328,43.186804022973,0.0590599067513242,0.00432041840379056,50.9087128360798
"El Paso",0.584221819540129,1.53810240182601,34.3293674941916,91.1199216132139,13.3577291392071,7.28099986059292,22.4216205874273,4.58562392507713,3.21175377327547,2.17972893996247,5.25329645514926,20.4517952089889,62.9806896425858,54.2740696669359,98.9999999999992,NA,95.0052796741954,85.3993321503388,0.0705315917303195,0.00856370085089883,36.6288275609623
"Fort Bend",0.655435739062348,1.75942962281509,35.0496299833016,25.9190293114831,6.29822454346126,3.4282269712466,10.8099887599801,2.20750439800066,0.363463561470953,0.290786009416335,1.01422146895348,20.4209684858611,64.3920141961297,19.1474591748129,50.0755984102654,NA,23.6504294161867,25.9018001124388,0.0388394863033694,0.00241160209073209,74.3182542160058
"Travis",0.633388065979278,1.42571365065253,43.4080177453202,91.3098192072911,5.80993150611493,3.16786045955546,9.33776780350192,2.52197609916532,0.246642517253183,0.077495129748013,0.246642517253183,27.0083402397253,79.6113380423084,34.1129047900275,99,NA,92.7351679702948,87.7502415090752,0.0359561575119941,0.00216217428245844,40.0709145969093
"Lubbock",0.546136336159008,0.969782981491337,45.3250323426308,49.9167084184592,12.1369720118613,7.16945692414763,15.8120808806043,5.5010864897922,4.50192319234347,2.25765719643222,4.50192319234347,34.7904019169296,76.7294726503462,43.2346818200615,95.5285364101679,NA,48.2372758781002,51.4092313810519,0.0533486005751239,0.0126865574538404,174.228065219068
"Dallas",0.669769844141276,1.3199995661464,47.8723541320569,72.9130724556893,7.3012085103595,4.01097266410922,12.1654918556262,3.49526039399918,0.469180394384192,0.160992059168778,0.705211654340345,28.7309418762441,87.1424636042846,43.7648991985437,99,NA,73.9216672482906,70.5155162133627,0.0461374220364762,0.00367734588129679,24.6972348241708
"Montgomery",0.664058518173005,1.2744014732965,48.3515580599902,95.4554603051716,4.75113095741595,2.7116987839595,7.58649745423656,2.29724584338114,0.30536640199281,0.17552627028087,0.30536640199281,30.2807172511246,84.7161143770844,59.7879353116849,97.9382637465908,NA,96.8663216905906,92.3622197851185,0.0292761348732919,0.00253839319710623,50.8785066106032
"Tarrant",0.686003179494366,1.2874109263658,49.1097826221343,94.8812830112499,6.16756388018807,3.5529894651676,10.291572793795,3.02887721464164,0.568099036748228,0.512303510494155,0.817253756281781,29.4306543356309,85.2486967477895,56.8530424443449,98.9999999999997,NA,97.1330022404299,90.6288193376675,0.0389940962075004,0.00494021145064273,27.7629379708617
"Denton",0.667026119073438,1.19375573921028,52.8389908451846,94.2913048874644,3.11882637058887,1.83654504833933,5.15348649736656,1.64795638043266,0.165314861253811,0.0847978186104366,0.279396854388917,31.9775045743258,89.7313344926005,46.9841113354505,95.5379595272938,NA,96.6321430280193,89.7785534954506,0.0196725738710969,0.00197889796336478,45.7505199763644
"Collin",0.632627050768361,0.993697121117483,58.6751523267129,95.4018947269601,2.98607452628033,1.89915442491018,4.95825696099044,1.75208377688415,0.175036448574524,0.175036448574524,0.519839730053519,35.3366876841769,92.2559931884958,26.3603649417058,99,NA,97.3223503408921,90.8091449742313,0.0174104060504643,0.00298464103722245,51.6569481988809
