"date","positive","death","recovered","positive7","death7","recovered7","dif_pos7","dif_dea7","dif_rec7","testPosRate7","Einfected","Epositive","dif_Epositive","dif_Erecovered","Einfected_U","Einfected_L","Epositive_U","Epositive_L","confirmRate_k_U","confirmRate_k_L","dif_Epositive_U","dif_Epositive_L","CFR","CFRadj","ECFR_k","EIFRadj_k","confirmRate_k","NCC7PerEinfected_k","cumIncidence","cumIncidence_U","cumIncidence_L","difEposPerEinfected_k","ascertainmentRate","docuTransmissionRate"
2020-03-13,1,0,0,1,0,0,NA,NA,NA,NA,151.515151515152,151.515151515152,NA,NA,256.410256410256,75.187969924812,256.410256410256,75.187969924812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0198822604348664,0.0336469022743893,0.0098663848774525,NA,NA,NA
2020-03-14,1,0,0,1,0,0,0,0,0,NA,216.450216450216,216.450216450216,64.935064935065,0,366.300366300366,107.411385606874,366.300366300366,107.411385606874,NA,NA,109.89010989011,32.2234156820623,NA,NA,NA,NA,NA,NA,0.0284032291926663,0.0480670032491275,0.0140948355392179,NA,NA,NA
2020-03-15,1,0,0,1,0,0,0,0,0,NA,281.385281385281,281.385281385281,64.9350649350649,0,476.190476190476,139.634801288937,476.190476190476,139.634801288937,NA,NA,109.89010989011,32.2234156820623,NA,NA,NA,NA,NA,NA,0.0369241979504662,0.0624871042238658,0.0183232862009832,NA,NA,NA
2020-03-16,1,0,0,1,0,0,0,0,0,NA,346.320346320346,346.320346320346,64.9350649350649,0,586.080586080586,171.858216970999,586.080586080586,171.858216970999,NA,NA,109.89010989011,32.2234156820623,NA,NA,NA,NA,NA,NA,0.045445166708266,0.0769072051986041,0.0225517368627486,NA,NA,NA
2020-03-17,1,0,0,1,0,0,0,0,0,NA,389.61038961039,389.61038961039,43.2900432900433,0,659.340659340659,193.340494092374,659.340659340659,193.340494092374,NA,NA,73.2600732600733,21.4822771213749,NA,NA,NA,NA,NA,NA,0.0511258125467993,0.0865206058484296,0.0253707039705921,NA,NA,NA
2020-03-18,6,0,0,1.83333333333333,0,0,0.833333333333333,0,0,NA,432.900432900433,432.900432900433,43.2900432900433,0,732.600732600733,214.822771213749,732.600732600733,214.822771213749,96.6992304963999,38.9731788787506,73.2600732600732,21.4822771213749,NA,NA,NA,NA,47.9860843064842,0.213888888888889,0.0568064583853326,0.0961340064982551,0.0281896710784357,11.1111111111111,47.9860843064842,0.213888888888889
2020-03-19,15,0,0,3.71428571428571,0,0,1.88095238095238,0,0,NA,436.820222340634,436.820222340634,3.91978944020138,0,737.427009336494,216.767929883322,737.427009336494,216.767929883322,96.699174744685,38.9731564088555,4.8262767357611,1.94515866957363,NA,NA,NA,NA,47.9860566402196,0.4345,0.057320824597032,0.0967673246187966,0.0284449204767227,0.90547136068652,47.9860566402196,0.4345
2020-03-20,20,0,0,6.42857142857143,0,0,2.71428571428571,0,0,2.58503401360544,442.476630608573,442.476630608573,5.65640826793896,0,744.391513947772,219.574869324555,744.391513947772,219.574869324555,96.6991191335976,38.9731339956383,6.96450461127779,2.80693944123288,NA,NA,NA,NA,47.9860290437401,0.621373376041487,0.0580630750002721,0.0976812272423729,0.0288132552632929,1.29490531313545,47.9860290437401,0.621373376041487
2020-03-21,28,0,0,10.2857142857143,0,0,3.85714285714286,0,0,2.58126195028681,450.514689073992,450.514689073992,8.03805846541906,0,754.288447230582,223.563680292357,754.288447230582,223.563680292357,96.6990636627829,38.9731116389559,9.89693328281089,3.98881096780192,NA,NA,NA,NA,47.9860015168697,0.871715853935449,0.059117852494153,0.0989799317156061,0.029336678681309,1.81660632661293,47.9860015168697,0.871715853935449
2020-03-22,28,0,0,14.1428571428571,0,0,3.85714285714286,0,0,2.3037542662116,458.552752138765,458.552752138765,8.0380630647731,0,764.18538617639,227.552493542545,764.18538617639,227.552493542545,96.6990083318871,38.9730893386658,9.89693894580773,3.98881325018817,NA,NA,NA,NA,47.9859740594327,0.856162058188826,0.0601726305915746,0.100278636931954,0.0298601023988265,1.78419555670757,47.9859740594327,0.856162058188826
2020-03-23,30,0,0,18.2857142857143,0,0,4.14285714285714,0,0,2.32371794871795,467.186232210003,467.186232210003,8.63348007123705,0,774.815437777919,231.836776886167,774.815437777919,231.836776886167,96.6989531405572,38.9730670946255,10.6300516015289,4.28428334362138,NA,NA,NA,NA,47.985946671254,0.903461249452194,0.0613055410465294,0.101673543330847,0.0304222985644431,1.88276703846375,47.985946671254,0.903461249452194
2020-03-24,33,0,0,22.8571428571429,0,0,4.57142857142857,0,0,2.4132730015083,476.712836332932,476.712836332932,9.52660412292994,0,786.54515656785,236.564264646418,786.54515656785,236.564264646418,96.6988980884411,38.9730449066933,11.7297187899309,4.72748776025094,NA,NA,NA,NA,47.9859193521587,0.978499118067743,0.0625556498464603,0.103212751267987,0.031042653307266,2.03914487759299,47.9859193521587,0.978499118067743
2020-03-25,39,0,0,27.5714285714286,0,0,4.71428571428572,0,0,2.20440881763527,486.537152413725,486.537152413725,9.82431608079224,0,798.641435939187,241.439489167713,798.641435939187,241.439489167713,96.6988431751876,38.9730227747276,12.0962793713367,4.87522452129539,NA,NA,NA,NA,47.9858921019728,0.988911058634131,0.0638448252784845,0.104800060354563,0.0316823944990976,2.06084571927302,47.9858921019728,0.988911058634131
2020-03-26,52,0,0,32.8571428571429,0,0,5.28571428571428,0,0,2.28960396039604,497.552300925623,497.552300925623,11.015148511898,0,812.203938674332,246.905653090911,812.203938674332,246.905653090911,96.6987884004462,38.9730006985872,13.5625027351458,5.46616392319751,NA,NA,NA,NA,47.9858649205222,1.0863893690746,0.0652902652180036,0.106579771550652,0.0323996804841221,2.26398918505021,47.9858649205222,1.0863893690746
