"date","positive","death","recovered","positive7","death7","recovered7","dif_pos7","dif_dea7","dif_rec7","testPosRate7","Einfected","Epositive","dif_Epositive","dif_Erecovered","Einfected_U","Einfected_L","Epositive_U","Epositive_L","confirmRate_k_U","confirmRate_k_L","dif_Epositive_U","dif_Epositive_L","CFR","CFRadj","ECFR_k","EIFRadj_k","confirmRate_k","NCC7PerEinfected_k","prevalence","prevalence_U","prevalence_L","ascertainmentRate","docuTransmissionRate"
2020-06-04,565,19,NA,546.571428571429,19,NA,5.85714285714289,0,NA,NA,260.481340042967,3074.76272532435,22.0683101140371,21.5021645021648,690.452121251119,260.481340042967,5452.78545458445,1765.6042972677,53.4840694282379,15.6832985541449,81.2074198376486,10.9511914851612,3.36283185840708,3.9832285115304,0.617933860180893,0.70381586345351,26.5409667839376,2.25332990269818,1.11440785956448,1.97629134666538,0.639920371594976,26.5409667839376,2.25332990269818
2020-06-05,574,19,NA,553.714285714286,19,NA,7.14285714285711,0,NA,NA,265.73577248153,3101.51932226508,26.7565969407283,21.5021645021648,730.122240553889,265.73577248153,5528.9427533744,1778.88200702776,53.7958523867036,15.7747236321913,76.157298789949,13.2777097600606,3.31010452961672,3.9832285115304,0.61260298665894,0.697362688959735,26.6956861467853,2.74198914944563,1.12410544100072,2.00389357159016,0.644732705240027,26.6956861467853,2.74198914944563
2020-06-06,594,19,NA,561.428571428571,19,NA,7.71428571428578,0,NA,NA,272.963469996464,3130.24918428218,28.7298620170982,21.5021645021643,746.819098892404,272.963469996464,5582.1267912001,1793.13893103624,54.1090470124887,15.8665626577975,53.1840378256948,14.2569240084847,3.1986531986532,3.96659707724426,0.606980431315312,0.692105737166143,26.8511060362726,2.90279498872067,1.13451820676386,2.02316943612051,0.649899942385649,26.8511060362726,2.90279498872067
2020-06-07,594,19,NA,568.285714285714,19,NA,6.85714285714289,0,NA,NA,276.851332337847,3155.63921112573,25.3900268435468,21.5021645021643,753.299657140457,276.851332337847,5625.09452893533,1805.73849322928,54.4236597437625,15.9588175188477,42.9677377352327,12.5995621930383,3.1986531986532,3.86178861788618,0.602096714130449,0.685065121220959,27.0072296472806,2.51194346372429,1.14372049259749,2.03874253522356,0.654466490242935,27.0072296472806,2.51194346372429
2020-06-08,594,19,NA,574.857142857143,19,NA,6.57142857142856,0,NA,NA,301.042960208562,3179.83083899644,24.1916278707154,0,794.239335075514,301.042960208562,5666.03420687039,1817.7433611952,54.7396988462051,16.0514906391128,40.9396779350564,12.0048679659189,3.1986531986532,3.81526104417671,0.597516061766243,0.677500024063188,27.1640610815755,2.37347473763156,1.15248843427076,2.05358059036294,0.658817498892828,27.1640610815755,2.37347473763156
2020-06-09,608,20,NA,583,19.1428571428571,NA,8.14285714285711,0.142857142857142,NA,NA,330.703831745254,3209.63456767599,29.8037286795497,0,844.533557236511,330.703831745254,5716.47128617424,1832.5331814422,55.0571745083359,16.1445850062038,50.4370793038543,14.7898202469946,3.28947368421053,3.84394721744119,0.623123897075967,0.706282211602198,27.3216053951141,2.70471797802654,1.16329040907397,2.07186085541453,0.664177877366604,27.3216053951141,2.70471797802654
2020-06-10,634,20,NA,594.714285714286,19.2857142857143,NA,11.7142857142857,0.142857142857142,NA,NA,373.18958344346,3252.26317651705,42.6286088410629,0,953.051773987769,373.18958344346,5825.13236006836,1853.68722793475,55.3760989341077,16.2381041987233,108.661073894115,21.1540464925574,3.15457413249211,3.84177575412635,0.614956383124523,0.701561035956524,27.4798686439933,3.54203262585301,1.178740595309,2.11124365194025,0.671844887077218,27.4798686439933,3.54203262585301
2020-06-11,652,20,NA,607.142857142857,19.4285714285714,NA,12.4285714285714,0.142857142857142,NA,NA,418.014472289372,3297.23092250582,44.9677459887689,0,1029.00817928744,418.014472289372,5901.23162251089,1876.00204925249,55.6964864365447,16.3320524137236,76.0992624425326,22.3148213177351,3.06748466257669,3.80206877271456,0.606569587331191,0.696790377321538,27.6388579309169,3.33020086738585,1.19503857145657,2.13882484234384,0.679932604563984,27.6388579309169,3.33020086738585
2020-06-12,661,20,NA,619.571428571429,19.5714285714286,NA,12.4285714285714,0.142857142857146,NA,NA,462.580987997778,3341.94029535709,44.7093728512627,0,1104.52733773903,462.580987997778,5976.89363810533,1898.18865532905,56.0183535313167,16.4264344941455,75.6620155944429,22.1866060765662,3.02571860816944,3.79291251384275,0.59845473684212,0.691428856653274,27.7985814516309,2.97311012373163,1.21124290361244,2.16624755829993,0.68797385209998,27.7985814516309,2.97311012373163
2020-06-13,675,20,NA,631.142857142857,19.7142857142857,NA,11.5714285714286,0.142857142857142,NA,NA,503.825192205441,3383.32735670761,41.3870613505205,0,1174.42412288167,489.440881262396,6046.93328039083,1918.72659554811,56.3417190234708,16.5212559542508,70.0396422854965,20.5379402190554,2.96296296296296,3.82059800664452,0.591134049158709,0.686447189599044,27.959048537963,2.50139492191711,1.22624310706665,2.19163251799167,0.695417562084778,27.959048537963,2.50139492191711
2020-06-14,675,20,NA,642.714285714286,19.8571428571429,NA,11.5714285714286,0.142857142857142,NA,NA,544.832113121201,3424.47713476622,41.1497780586174,0,1243.91935168417,509.718214735093,6116.57136633618,1939.14678616366,56.6666040943534,16.6165230051112,69.6380859453529,20.4201906155545,2.96296296296296,3.81135179599671,0.584030764783171,0.682615002423894,28.1202697009573,2.29663364885321,1.2411573102701,2.2168719387975,0.702818595253403,28.1202697009573,2.29663364885321
2020-06-15,675,20,NA,654.285714285714,20,NA,11.5714285714287,0.142857142857142,NA,NA,585.603348181753,3465.39122696963,40.9140922034089,0,1313.01572750092,529.878591317236,6185.8105992958,1959.45001988866,56.9930323817356,16.7122425781029,69.239232959615,20.3032337249999,2.96296296296296,3.81679389312977,0.577135413870408,0.679235245577467,28.2822566706357,2.12378363265379,1.25598609219297,2.24196680051314,0.710177238914379,28.2822566706357,2.12378363265379
2020-06-16,718,20,NA,670,20,NA,15.7142857142857,0,NA,NA,619.345596830536,3520.63564012058,55.2444131509469,21.5021645021643,1370.01909334612,546.694830711154,6279.30114462817,1986.86454070041,57.3210300562742,16.8084223473285,93.4905453323718,27.4145208117482,2.78551532033426,3.81679389312977,0.568079234672379,0.675908261840978,28.4450224339406,2.68335599393265,1.27600871302982,2.27585123577549,0.720113276322139,28.4450224339406,2.68335599393265
2020-06-17,756,21,NA,687.428571428571,20.1428571428571,NA,17.4285714285714,0.142857142857142,NA,NA,658.621357183466,3581.55642211853,60.9207819979529,21.5021645021648,1436.48576471262,566.18505765321,6382.3978526247,2017.09590620316,57.6506258937916,16.9050707508111,103.096707996536,30.2313655027435,2.77777777777778,3.73015873015873,0.586337265840929,0.704688406367069,28.6085812706033,2.81395397334115,1.29808866011327,2.31321730007057,0.731070242544002,28.6085812706033,2.81395397334115
2020-06-18,803,22,NA,709,20.4285714285714,NA,21.5714285714286,0.285714285714285,NA,NA,711.804690877545,3656.52763460049,74.9712124819566,21.5021645021643,1526.58723052457,592.504821527178,6509.27221220955,2054.29966578067,57.9818513408183,17.0021970097136,126.874359584849,37.2037595775123,2.73972602739726,3.74149659863946,0.601663714826641,0.733498640379476,28.7729487856692,3.27515968424175,1.32526100344333,2.35920126570605,0.744554262542376,28.7729487856692,3.27515968424175
