"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","rcntAsct_L","rcntAsct_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w","cvDR"
"Mexico",0.665844258185628,9.827100039085,6.35565867379384,9.55021645663348,12.6533725515442,6.27911720602946,21.4062245945148,0.804205170099667,1.2491331740334,0.618565772990826,2.10853576863069,3.75687532637464,12.8076152062815,5.64520349597636,19.245133162609,NA,9.69049700137327,9.27624278342807,0.079030046585188,0.00980673966086396,26.318237118243
"Ecuador",0.659483248476384,7.12304177545692,8.98115523465334,23.5198097818115,11.7819334456874,5.84735969273009,20.6259644428097,1.05815373240073,0.546433710961505,0.271397043448682,1.61266230707685,5.13020244621629,18.0962654600556,14.7421419898484,47.3968479742149,NA,22.3636535243908,22.9056865232435,0.0753727324074603,0.00326356160939519,110.622873948769
"Bolivia",0.662744852954519,6.18682831203859,10.5655900100168,10.2876774013746,11.8259444832082,5.86851380369728,19.7063630499154,1.24948080890797,0.230707857028558,0.114232824919572,0.230707857028558,6.34049421368667,21.291264717155,4.07226005469552,20.7312287027677,NA,10.2698430511132,10.3316145467215,0.0773032324390073,0.00253624088451575,41.9263452985943
"Iran",0.763429589075738,5.29903654978349,10.9044054562441,9.99118244031756,9.162178192259,4.54664481721122,15.5003636662148,0.999081058707496,1.99385518154754,0.987454690355281,3.37207273130691,6.44553302246149,21.9740291769767,5.90573970399278,20.1337464327614,NA,10.0947775326297,9.88879809250427,0.0529416704628741,0.0143655056698399,48.5479407610186
"Hungary",0.520448368973037,2.15068022495344,11.7754717112335,10.950780604314,14.5474011547383,7.21902150256619,16.8613079609124,1.71302510769587,10.4614147312663,5.18722911745258,10.4614147312663,10.1595031160511,23.7293254644958,9.75642888908626,22.0674821268753,NA,10.9013503902306,11.021307771792,0.0368416922397023,0.0228814994403532,127.01938650802
"Italy",0.677165296088592,3.60901998637208,14.6144852034971,29.3831608965914,15.2079804429757,7.54681736267966,22.659203714433,2.22256805158942,4.5765049595905,2.26060498570673,4.6721387732874,9.80867677258107,29.4504020009866,22.4078778526351,59.2115212007074,NA,29.8558506334178,28.7049793036309,0.0802129251925827,0.0190090545196859,81.067459949273
"Peru",0.6440278191695,3.75520305281079,16.8364474172075,40.4490335706472,17.2448812572749,8.55761024797101,28.3221461810123,2.90342536504095,0.964307686887959,0.459095962823712,0.964307686887959,10.2514313233347,33.9279925225544,16.9131998996179,81.5109312862883,NA,41.7055839204694,38.1019676576415,0.109029517944101,0.00449701391508986,65.5999987116054
"Sweden",0.651116735970466,3.0754458820423,17.3310508411899,31.3724894249426,11.97502355894,6.01601981302978,18.3804668591888,2.07539742124435,2.76016816172676,1.27887407143056,2.83898412541556,11.2913204933465,34.4978488393498,28.3560524628557,62.9783172492546,NA,30.7208053241376,32.0419892553819,0.0638277245276714,0.00471284946949556,110.12195521994
"United Kingdom",0.695398610699365,3.68413337423346,17.3526024143457,62.7303179621405,12.5744818012648,6.40977815845518,20.7303832940379,2.18199983263775,1.36661858649612,0.831872379504328,1.76631482292031,10.5256125836578,34.0417371505979,29.5022632470539,98.9999999999972,NA,64.7003901182595,59.080541714785,0.0803877840599255,0.0143861644280694,57.4708255067232
"Canada",0.685481897207373,3.51224117080876,18.0889115675601,57.9036234489553,4.79001101041658,2.41507964826817,8.10184678212019,0.866460855750648,0.455507690881092,0.253313507151833,0.767379435075798,10.6946092545569,35.8771130538894,34.2339464067859,98.999999999998,NA,58.9335338323689,56.2890721340984,0.0304321949046161,0.00386249641081865,50.8524171835921
