"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"Hidalgo",1.16513402095929,4.22868116851941,16.9318061436154,10.0873007483509,18.4675786686643,9.17178380565645,31.242626258814,3.12689461959792,1.3605900031709,0.675188312277673,2.30252550718832,10.0084243677043,34.0925460723299,NA,11.6696923348861,10.9804236900274,0.132226403938384,0.0610897534352882
"Cameron",0.780086697301095,3.43314528183615,18.2016882218775,18.2970510371563,26.8784690171771,13.3223346044471,45.4969801883772,4.89233512932051,6.42198734245947,3.15991204243909,10.8935539006705,10.7530985772333,36.7228062841735,NA,18.4334168263252,17.1774515300338,0.16796097266388,0.0962472989422233
"Bexar",0.623668484512159,2.28329440527384,25.3057260433222,25.3026111808985,9.11509103963895,4.49508234270697,15.4888861416315,2.30663996709044,2.19924544614744,1.06059711030238,3.78866815753026,14.8922262453114,51.3147433401935,NA,25.2872303503245,25.350397582675,0.0526673813183864,0.0252259637098581
"El Paso",0.667906938207795,2.05771643663739,26.2299870392649,26.857105433507,9.03502265040795,4.48542117410204,15.2866622570857,2.36988527019666,2.46638142149586,1.22390302520254,4.17309987228949,15.502960884075,52.8352896686697,NA,26.8498621461014,26.8690371661179,0.048765518734285,0.0211713715480554
"Tarrant",0.500704438172191,1.53442043119815,26.5891455790155,28.1001876378746,6.93603970305909,3.42983439528313,11.745356012399,1.8442336940647,3.21977628050322,1.58428946617686,5.45819702536645,15.7018117809101,53.770342282443,NA,28.1001876379488,28.1001876376794,0.028298298600769,0.0110795033504706
"Harris",0.84482768253888,2.10484902134356,30.4298416908397,19.9036842334481,7.11087263698851,3.55237441602109,12.0012542334271,2.16382728627284,1.11895720276674,0.576848953622443,1.86396704688351,18.0300095655497,60.9121402438338,NA,19.7986618148482,27.077788370968,0.0455452974586788,0.0156641770699008
"Galveston",0.462676231113265,1.3039309683605,31.7928471130066,35.3090221990001,9.70911282837764,4.81790690025949,16.4310112163885,3.08680339755542,4.08245905558164,2.02460402510634,6.91053307564929,18.7864481187659,64.0693865916994,NA,35.3090221990012,35.3090221989992,0.0402497854331291,0.0130219894048359
"Webb",1.00278226559674,2.2618363043895,33.0801849242029,37.5752959495633,11.4318222339484,5.69437076045493,19.4926598619649,3.78166793519626,0.400389215997992,0.215456945683003,0.830497238728005,19.4004715722519,66.4106377030873,NA,38.3634056431092,36.4260236591788,0.0855351382697256,0.0413178210285963
"Nueces",1.09837675202819,1.82887354337505,39.4252445088334,23.8490557367428,12.9782234830018,6.44856772468892,21.9500703686414,5.11669634107628,0.83481336186816,0.418303103198595,1.40547177096009,23.3106147504027,79.3462449263975,NA,16.5420690655764,32.958603943906,0.0935779056767836,0.0477550964073261
"Dallas",0.611840321624215,1.32510982956741,40.4337565241726,74.7708826602803,6.55205848861315,3.55684136727715,11.0471962386082,2.64924337660723,1.76582042030978,1.18057801936917,2.94897224572004,23.9811380135401,74.4830343287222,NA,78.0755950036375,69.8609460311922,0.0351053843925859,0.00993262495772948
"Fort Bend",0.962203498309665,1.55816001625906,40.8022261302845,50.9648918908786,4.59181066656696,2.31167590992153,7.837488821998,1.87356097164718,0.838665487428773,0.447678319576778,1.4881212963779,23.9051182617132,81.0477352645324,NA,54.3662390000793,43.4858448530842,0.029193077940441,0.0119310840278324
"Travis",0.661083716074805,1.42535919814017,42.8700421791953,83.4033414460795,4.90140175538345,2.6735294527395,8.29467989372585,2.1012329999047,0.798363185685201,0.636455407169496,1.35242256928418,25.3322976513426,78.5939723892558,NA,87.3460610037813,75.1431197926722,0.0299501178384984,0.0106507103543323
"Brazoria",0.87879742700768,1.45863489589133,48.7307760371482,49.2492848259515,4.97834459211005,2.47149213414141,8.42467712349924,2.42598595353863,0.355786527088447,0.175802690574167,0.60434438582453,28.7961890761575,98.1587568103433,NA,49.3523668419959,49.0580879906874,0.0353862776877364,0.0186385737439222
"Collin",0.71223704518768,1.00139082058414,56.335070427518,89.4515708423129,1.90463674712538,1.20816113854344,3.22666682033221,1.07297845288147,0.381642473923682,0.381642473923682,0.649655957062436,33.2534628651557,88.8108728753732,NA,94.8025595747347,85.4356692487455,0.0107447077340008,0.00338259317551878
"Denton",0.856404782208108,1.2827090815803,57.452768096199,84.3722552697881,1.97444647777253,1.24885051239847,3.37856450339341,1.13437415605822,0.120923567727637,0.120923567727637,0.242950152665867,33.5756252372527,90.8334620353886,NA,86.7973283507465,78.9357870125911,0.0145507203188587,0.0060530996526452
