"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","testPosRate7","rcntAsct1w"
"CT",0.659025410950023,8.7490421832328,7.32277151514084,11.2285131033628,19.4949535853276,9.67450036231969,32.9910299434682,1.4275709080363,0.642253728545873,0.318883949811331,1.08665513514203,4.32714865368711,14.7560168956777,0.789794270227364,11.212424099796
"NJ",0.66919645580794,8.49682631275245,7.60643231894508,8.39668955145342,27.7026460954571,13.748024445656,46.9188952069687,2.10718302580782,0.693392951602016,0.344640687649794,1.21133476706176,4.49111816574669,15.3271696172583,1.7526221554486,8.61713897317156
"MA",0.658638067362839,7.18512050011834,8.66378135271005,8.60747579775011,20.5192522572922,10.2986042791617,34.5653092375703,1.77774315078281,1.47839085000744,0.849042631006759,2.34329305223915,5.14314261898898,17.2619813578032,1.78518772364654,8.55577143069266
"MI",0.630808904882573,6.51880386005321,9.48681554477876,66.1419479358523,10.6312339789044,5.59825624692613,17.6921923923402,1.0085655577125,0.800410166995247,0.719506157240715,1.05582065218555,5.70062508561212,18.0157090570172,2.33972817470922,71.3062667036261
"PA",0.67647211661784,6.05530703538024,9.85094800313512,9.54503722916319,9.74929151899998,4.83849009873752,16.4981196476499,0.96039763821075,1.18009704981759,0.585625561293161,1.99706877400099,5.82125514132488,19.8491186013037,5.11869302283603,8.81252322385228
"NH",0.681865212555384,6.09738477098685,10.4363982085465,11.5654826235342,4.87721158451451,2.42060385140699,8.25328443931328,0.509005222433296,0.227118843423019,0.112938470934058,0.384034923640339,6.16730498235014,21.028026628043,1.36111322332899,12.807413230402
"NY",0.66183806404977,5.94860043331989,11.0478643291679,44.6793079342864,19.7360135257347,9.79401431788699,33.399128395762,2.18040799830941,0.127023592314227,0.0631430248924929,0.214813533994852,6.52833802269547,22.2626588806113,0.849189563507202,47.0148824507043
"RI",0.661979004441185,5.02089992623555,12.127939981286,14.1484457002675,15.8275304306422,7.85501727812384,26.7840152108538,1.91955339114806,1.37119176489796,0.680896177653904,2.31985286470408,7.16678726485412,24.4372905008624,5.02018163471242,13.9160522238383
"DC",0.66079702633265,4.52812928800122,13.8960168245872,27.8827086052057,13.3760235232774,6.63870487639909,22.6350021918346,1.85873447925537,0.779239776552232,0.387271647685373,1.3179146907355,8.21177070584024,27.9984502077094,1.91805656272659,28.5603522938397
"IL",0.642077534817763,3.88779696406778,14.542544264494,17.3166135727484,11.0713276927476,5.46339341876928,18.7525261410811,1.610052730385,1.80175213888662,0.862969235671369,3.06621787676843,8.58579115300027,29.4698295907765,4.06135083554438,17.3166135727392
