"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","testPosRate7","rcntAsct1w"
"VT",0.607045453471434,3.86409060626249,15.1480312942675,23.1009311596067,1.58798927445441,0.787955553797349,2.68746404342309,0.240549112243966,0.196880141862655,0.0975730552997872,0.333358606571007,8.95078439589363,30.5282589969322,0.821068938807139,20.8947714679086
"LA",0.526417416480286,3.23979610493136,15.2868073010578,59.0943370595485,19.241058246518,9.91137888429268,32.1791709392888,2.9413434968295,5.9751460392675,3.3255344589623,9.73295892152339,9.14051981755162,29.6764308091468,6.05332929323534,63.7835355346623
"IN",0.654271646290958,3.95894801098789,15.610233847368,57.1540883557312,7.4822407470292,3.77969505248409,12.6333880762457,1.16799527763431,0.740578744999105,0.433643158548623,1.22519875000291,9.2453051436809,30.9018389424481,9.19218851336733,60.7907776018974
"OH",0.607400164298289,3.55115102714979,16.0203395609292,53.5174675444919,5.69022178333301,2.86492982875792,9.58948059598506,0.911592851459907,1.05619817433271,0.564740739840072,1.74810920221011,9.50617546315881,31.8190289447726,5.04241462696881,57.4882220992124
"MD",0.652632349792261,3.67231352718078,16.2128555732378,28.159411251493,10.0874600196869,5.03971458016954,17.0244879084381,1.63546532399995,1.23377645351443,0.645569281706357,2.04213923727361,9.6065463630735,32.4515465704196,4.89999903334024,29.0900538533914
"CO",0.623058660109673,3.37616576341944,17.7476821559188,80.5126992782053,5.10928041603104,2.66233722338833,8.57127281616839,0.906778848691796,0.621131841315547,0.434779516944383,0.976433920762834,10.5792788088754,34.0595038346701,NA,86.7907724451031
"DE",0.706710519989579,3.62913096695226,18.1644863094632,23.807949579106,9.23794169709217,4.62338695589112,15.7763711329051,1.6780246548445,0.114959979929524,0.09592696453756,0.337844632971543,10.6363157959983,36.2942723776638,7.0522417461192,52.3627180048813
"MS",0.596367026730456,2.88030452558861,18.2090948669363,42.2994850416806,13.0884112078218,6.53127223266493,22.1278757011409,2.38328121340699,4.10952884175345,2.07236536551929,6.93727040486548,10.7704925931237,36.4903058471129,23.0549727234577,45.4009539475416
"ME",0.614125843920739,3.06196840826245,18.4436525962034,16.6918226088126,1.65979762253143,0.823476943387062,2.80913844105704,0.306127307299741,0.265192762029823,0.13134778991927,0.449133556078421,10.8975514636633,37.1749700775594,0.473711364382535,15.1537704632874
"NM",0.707638578142406,3.03214860573368,20.6718511899029,34.8092983742833,5.30322326687283,2.63245722657887,8.97361012132959,1.09627442199626,0.557392870023669,0.276628430031896,0.943242507991691,12.2166486751024,41.6445293366067,2.63289162636359,36.1807626732777
"MN",0.663659266266514,2.7289989485743,22.9955133174743,85.6693099309438,4.91362873629881,2.56617199934693,8.29969487114867,1.12991415042684,0.443764075822424,0.347603427586747,0.735913542252874,13.6139239811651,44.0311152453691,Inf,92.4885236783355
"WA",0.686021190548053,2.65691241065826,23.0310774207087,44.769508127023,3.7255845413039,2.02735919274166,6.34465592411643,0.858042260081659,0.527124020317638,0.439517191708224,0.932750663309805,13.5238580364963,42.3231494031062,99.9999999999954,46.291231755759
"AZ",0.607394394480589,2.30699819007829,24.0286871276562,48.561644660481,10.9618740762776,5.46615669663946,18.5403563266941,2.6339944251164,2.88268359180883,1.4543221709579,4.87146999530419,14.2068166258705,48.1873201098636,10.6296827674159,52.7423077682163
"CA",0.497404604575044,1.82938901135466,25.1299413222806,81.9212438651685,6.0534885645121,3.18979457781512,10.213115053819,1.52123812421285,2.37791602101481,1.36460430354824,3.99459466156306,14.8949474885629,47.6907865726839,6.52891063606324,89.3949137517774
"MO",0.654968142841236,2.04535008426536,25.7756595817682,45.058830742481,4.12588781370484,2.04121790300807,6.9882270480454,1.06347479758622,0.993401731227337,0.486371212616093,1.68761886186365,15.2180916600824,52.1000132332279,10.9401211717894,44.7963225793578
"TX",0.654991912521917,1.84443509613076,26.0854549361636,25.148217212852,6.88277543724162,3.42098737796386,11.6484005453069,1.795403285039,3.04458078132357,1.51369347560909,5.15660290200049,15.413303123083,52.4820201502062,16.3650185251624,25.1489277812742
"AL",0.521689961107101,1.78065826976079,26.7265636517045,83.1608338295193,8.11238643114182,4.30121094021247,13.7286519433152,2.16816212319135,2.95604311658094,1.74075228518275,5.00482994051226,15.7929717509306,50.4081793087844,10.5970781283083,91.6164168756685
"GA",0.593792672737413,1.97201319562733,26.8099796330413,68.3072488586641,8.14658851443271,4.26697210256372,13.7021350311398,2.18409872150709,2.52513162095812,1.47535912120254,4.19167335833131,15.9398423424048,51.1861495460639,10.5525437480409,73.1028247490016
"VA",0.713937386433745,2.26063068734619,27.4194390297002,38.8203942688545,4.47950709195251,2.24590778248881,7.54910338750709,1.22825571590902,0.47559010415018,0.25847970984461,0.77396110527965,16.2702198242726,54.6886085655716,6.23705470424193,39.6505068687522
"SC",0.723399534605897,2.10223099741513,27.4583227011616,30.7425778672329,7.41580636917797,3.70395521407629,12.5169382091972,2.03625604374218,1.95966175937285,0.993945890763325,3.28682811382246,16.2680042811587,54.9751799374819,7.89997971917029,30.099927282599
"NC",0.558092886716799,1.62692551171133,27.4626280097193,28.4895916692518,4.9359381843956,2.44993167483119,8.35241326125965,1.35553834237026,2.00333299894804,0.993726217690829,3.39081786366088,16.2293016397733,55.3296386301735,12.0459284813221,28.489591668605
"KY",0.686393739741679,2.09932633557888,29.5428116904774,86.4434215995189,2.9016357277219,1.58417523886093,4.88899423236098,0.857224778984496,0.355890226303501,0.320486366072412,0.58134082684388,17.5337653971935,54.1117395321031,7.67630609739452,93.1282356321002
"IA",0.629172353831896,1.89664650907092,31.0211126026896,81.8058345336278,5.20384510487485,2.74832548787078,8.79083374007715,1.61429064965278,0.922674457759856,0.622999962419556,1.5469230118697,18.3633395578087,58.7372440701493,9.72508482100393,86.6850108096553
"FL",0.599222306845517,1.64676850972421,31.5601005343396,63.0323880496026,8.31000506190364,4.2719278666578,14.0352472633136,2.6226459519455,2.98071160778121,1.62462244311423,5.02014477061149,18.686139992708,61.3925617147033,17.1492948343484,67.9057736347128
"OR",0.67015575764,1.70256047406359,34.3797903840417,70.4680298411412,1.5594643921526,0.851272526306114,2.59965687780841,0.536140589135833,0.35931874502033,0.255298613165065,0.569208629542416,20.6235135764461,62.9810751043831,5.58253797933031,74.3985880827129
"NV",0.756127582155675,1.74898324658153,34.5086777954865,47.5619321703582,5.62120739330592,2.8620422088669,9.41307963874047,1.93980434757201,1.34264549733762,0.736888153345811,2.17512717444233,20.6075420799432,67.7769301082387,16.7147343459595,46.7789307508591
"WV",0.768439740410469,1.89751027314479,35.7430577647713,86.571056467225,1.29166586915665,0.727314321509469,2.17646056731554,0.461680877740498,0.264897707549664,0.217099586524278,0.439802105288011,21.212462319496,63.4774902799006,2.6262373918746,92.2784879521988
"ND",0.621608056028749,1.26171593366979,37.2791926780986,41.8895348994544,2.92934758610986,1.45380286124191,5.00876465273574,1.09203713083712,1.01706041619273,0.504470584201863,1.77310548881877,21.8025243058818,75.1159018839909,9.12676573105846,41.9353573923166
"WI",0.656954020150268,1.50259897205923,38.1571378064616,69.3793029741078,3.0914074205759,1.64984494185815,5.23149705165536,1.17959258962832,0.565708891917099,0.396108858953094,0.957762877109937,22.5478974370267,71.4971788985092,7.50550997105602,71.879849895058
"SD",0.725684292600133,1.49640861931365,40.0788358834141,34.9865935505641,2.82715786212684,1.47731307282502,4.76748225044232,1.13309195972686,0.472342927662568,0.308213258777722,0.78315985427988,23.7670934091413,76.6995148536849,8.96116371620689,34.941703903449
"OK",0.669049210610136,1.37322216772928,40.8125926518172,87.1124876089348,2.9039424802998,1.66143172432171,4.92877169093109,1.18517421532784,0.719029955584428,0.576560146903205,1.2320922156826,24.0460360034235,71.3345121546713,8.08330576209813,93.5656534797806
"KS",0.571866998400643,1.18636564851704,41.8169041569102,68.7791124894175,2.78143116645572,1.48786252908967,4.70651455986547,1.16310840506722,0.877140244640427,0.542470938484956,1.48442513120855,24.712733600902,78.1731095667053,12.2385134371113,71.1318792248849
"MT",0.938733183334464,1.46182999458581,43.8811301880625,53.3645722691563,1.18147038497032,0.595135124602901,1.99943918170367,0.518442557762229,0.268868487131074,0.141632065619845,0.455905814161946,25.9293987287215,87.1134195126117,6.47666253614189,54.6765302580316
"WY",0.549320676866412,0.942507068803016,48.2248236662029,61.0974043167274,1.14042894814438,0.621153624449101,1.9313154447852,0.549969849280961,0.436981732763876,0.271900472548354,0.741105549743066,28.4764382103374,88.5400692572193,5.43510543510556,61.0971064162119
"NE",0.720268046242434,1.21375590020229,49.221417444798,47.406670925387,3.11507818202978,1.60492915817104,5.28357184998222,1.5332856357087,0.501485076927125,0.30753031001524,0.861156097846969,29.0198691196726,95.5360320985143,9.04930617065238,44.3849256492528
"AR",0.66151047996544,1.12040006107803,50.175174119989,88.696717235923,3.46007138864833,2.06035786287831,5.83465017493323,1.73609684393022,0.998312277219455,0.837559767346498,1.67020870296615,29.7549431736083,84.2619078563809,11.7214637692868,93.3777180304138
"HI",0.903624321746942,0.927643784786642,51.7323899705946,58.9062725383601,0.588697533371605,0.313578108531578,1.00753377816507,0.30454730371107,0.302237686584271,0.171130300740036,0.523160715903606,30.2270068072274,97.1200780364427,7.62559319260349,60.3674775790781
"TN",0.711072352423444,1.01641907740422,55.9150010225951,78.8335953323013,3.41644316918523,2.13495446162218,5.76538496520017,1.9103042329863,0.915237167453402,0.892716500827293,1.53400129986154,33.1340273809449,89.4775166087062,7.78342921519093,81.6490775050226
"ID",0.745892499433109,0.942510607938117,61.7667481522607,91.5987521526411,2.41263924463952,1.62694734734686,4.10936782413343,1.4902088060591,0.674983910164818,0.674983910164818,1.17010390387553,36.2636996695069,91.5953923456253,16.5565288663491,95.5256133207115
"AK",0.554365081109307,0.55452865064695,71.6009016234608,93.9778010391713,0.929566014138027,0.711512731001331,1.6588987750749,0.665577647308095,0.417457663960932,0.417457663960932,0.792416108566262,40.1216552395153,93.5440250480703,2.14565329788022,96.9808792333754
"UT",0.668711901959548,0.78301722637898,73.5121157041728,92.8048496978297,1.95080757601294,1.43391857232979,3.2878117348581,1.4340799224444,0.432264107855655,0.432264107855655,0.718527312317969,43.6180669117994,99,8.46762379138589,94.7103778976749
