"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"Mexico",0.610813073741424,10.785483478449,4.67709912084168,4.54567918196367,9.9166828744957,4.92428289433621,16.7776504706505,0.463813087539696,2.97448557028936,1.47785216532327,5.03128256884782,2.76446984249108,9.41889606044288,NA,4.5456791819572,4.54567918196163,0.050024483927478,0.0128135859032965
"Italy",0.656797453130523,13.293086455839,4.78106480329011,7.04441814665449,9.21791400005524,4.57438412692128,15.5994355363829,0.440714441854192,0.35651685215145,0.176963301315128,0.603274143025248,2.82519480160872,9.63439950878828,NA,7.03160993849398,7.05196449887352,0.058584551779046,0.000540048725276916
"United Kingdom",0.660612214170772,12.4711496850507,5.23639213466049,26.9461841010351,9.41002392204861,4.66974185996131,15.9245102921043,0.492745752523824,0.122935771782565,0.0610591119677957,0.207971778439601,3.09426000225663,10.5518841790519,NA,28.0730750459239,25.0130735330877,0.0614510603639757,0.000438322662965367
"France",0.629794053997763,10.5523895307547,5.39211455871655,10.6934147750817,8.21941085683391,4.07796016316172,13.9107002448613,0.44320004945207,1.16569804199335,0.577541695110612,1.97375742645358,3.18603694746274,10.8681799654572,NA,11.5913665308162,10.4779989576192,0.0467681956186799,0.00047597310051841
"Belgium",0.658056716525238,11.8157425028665,5.48184680758746,41.0615969004614,13.3738944645261,6.63702327449152,22.6327590487658,0.733136406753739,0.288325825227567,0.143303101586534,0.488128854618659,3.23927102822101,11.0461629624149,NA,39.96181162639,37.6754137975901,0.0866255100167895,0.001308568628705
"Netherlands",0.656720227694712,8.93841911764706,7.19294151246956,51.1157764563702,5.66212306309171,2.81182678472709,9.5820428451364,0.407273200292236,0.181932165740272,0.0922493729807547,0.30798932749875,4.25037966198364,14.4842919380528,NA,53.7266515223449,47.1580324045465,0.0364037855959743,0.000380180922837135
"Canada",0.642641350061908,7.06654633250796,8.75901331445388,13.0933825768839,3.95622267357765,1.96334431216477,6.69592245453288,0.34652607072811,0.273015397711435,0.135523645412547,0.462889953512319,5.17518046364956,17.6497860605017,NA,13.2231609745726,13.1820549214512,0.0244874253422212,0.000467776381933054
"Sweden",0.635450157269672,6.93322851902142,9.09744596834138,68.5091603995652,9.19528146269882,4.66132514147449,15.4662374578732,0.836535762705937,0.419377077127576,0.306340690845275,0.614740463661669,5.40878649370597,17.9463079128035,NA,74.5517057919576,58.4758725676389,0.0579989360717413,0.000538042011316618
"Spain",0.646033037737452,6.60412578593445,9.52581339696236,87.1865342358671,9.86703085956898,5.02514476490335,16.6980365645252,0.939914947503232,0.532765224950873,0.392936718637995,0.901815782653038,5.62889501332194,18.704236225547,NA,90.8462535701127,81.3426158743504,0.0620731654139132,0.000554167379345886
"Egypt",0.545418572145457,5.4580342548504,9.73430030554254,9.69401309666687,1.00794336893594,0.501442384514679,1.70401877462164,0.0981162344420268,0.222991220528034,0.111857255860959,0.375720675988985,5.75793153827266,19.5668011863394,NA,9.69401309670548,9.69401309651736,0.00535521768541515,0.000539904759206661
