"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","rcntAsct_L","rcntAsct_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w","cvDR"
"Hidalgo",0.626684736613248,4.78480067220614,10.8655844003704,7.7282727922694,45.5354487901473,22.6101924104478,70.5689018853032,4.94769262038088,10.1849927786517,5.05562960805741,10.7544643643529,7.01115149619651,21.8825763645188,6.15175884745372,15.5729572377803,NA,8.27819600645174,8.12874380349941,0.236737229758678,0.0113171943982197,74.1542513295838
"Cameron",0.658859726280485,4.28543801972539,14.7211426876006,15.2997376458674,41.4315715798046,20.572434175664,69.8338728103015,6.09920076997839,1.95052678722982,0.970156562116634,3.02045026969281,8.73387157912094,29.647443359879,12.0649509069432,30.8342896824782,NA,15.6023541548954,15.1049546794113,0.261377468696038,0.00589750606263623,84.1999158049238
"Bexar",0.57832935300732,1.86866857364128,27.5108683707565,28.8155977939228,14.6522747413173,7.36483609043624,23.525767125559,4.03096801740541,3.34796045807351,1.47253071601555,4.6308537525638,17.1342681235081,54.732623617244,21.3709223252063,58.0677955544202,NA,28.8155610067534,28.8156833194765,0.0753254325547859,0.00412880044752169,97.2442058270016
"Webb",0.670865457342238,1.90833883165,31.5233279513261,53.6325096009602,22.6533719582801,11.8534168559503,40.8918591621431,7.14109673444239,2.53881204704738,1.55386197250368,6.88709331438502,17.4633701689296,60.2450485056351,39.0484077721344,97.0426963980966,NA,58.6748118546743,45.7498165294566,0.136276321989054,0.00797361458446595,39.5465586714167
"Nueces",0.694821693753243,1.99198298429319,31.7049647272811,28.9293271038753,21.2857857044365,10.7250981213284,35.0682454308139,6.74865084951624,1.68342100083374,0.91739845514517,1.93959499687582,19.2443356278849,62.9239077644944,25.2442259812949,58.2363003700172,NA,29.2682824202276,28.4777348864459,0.134431976591722,0.0121458048666032,55.8241064609184
"Fort Bend",0.607314380795166,1.62426614481409,34.1399203141118,35.9424626427528,7.59924487243756,4.18132658045309,13.3880690811785,2.59437614392441,1.19612592860696,0.753567976479023,2.81051311562115,19.378269772836,62.0467235458868,26.7687509637111,64.461300641388,NA,35.9424626427502,35.9424626427527,0.0421395733748975,0.0027923813682161,129.836442258811
"Lubbock",0.672983149130978,1.11431979408626,36.5519307890182,22.1293181860462,28.3522394969526,15.2356467323193,35.1663022281749,10.3632909580628,13.6972800626742,6.82926734681968,13.6972800626742,29.4693792108737,68.0200265872482,19.5206576383475,44.5939290718813,NA,19.3063181715305,26.5113458755409,0.115480202464445,0.0536738969200942,193.590514975117
"Harris",0.652629690029323,1.57844212116602,39.5462966545645,94.7914684390905,10.2592940028961,5.63444593935384,17.3995537004961,4.05717084104925,0.453781553479182,0.451216548385102,1.19651344111077,23.3176718833517,72.0065625745365,51.3491324400246,98.4024466562039,NA,97.0106760822283,90.6738454614379,0.0640400934827872,0.00421400415739178,40.256527529776
"Travis",0.64937701209924,1.26954921803128,47.4049539976655,71.454995130488,6.42688889686917,3.65390138517313,10.504553602484,3.0466637250419,0.485297062423479,0.307722031124476,0.644840579830332,29.003266967208,83.3811152486138,45.3929944751314,99,NA,72.0078877250306,71.8137178221378,0.0386788954973121,0.00248249639837821,46.8596683950569
"El Paso",0.719226135158803,1.25326736370426,47.6762822145463,70.4871058632557,21.3789888467715,12.1573354193446,36.0234372900969,10.1927070572031,5.46444908220587,3.7646116818837,9.11474125009321,28.2946543249641,83.8399756659232,41.8232752051064,99,NA,72.695814838378,66.5071911012003,0.127741871025908,0.051382205105393,38.585893598096
"Montgomery",0.658685403410239,1.24838063832293,48.0852101302911,84.0549639285197,5.976472898348,3.39413497551821,9.20690104398046,2.87379955155054,0.652893881153036,0.289119163427677,0.652893881153036,31.2135379518329,84.6695718431695,43.7404493133223,93.6948856521845,NA,85.5056655303934,82.7182918901537,0.0358759571857681,0.00507678639421246,50.6843990578598
"Dallas",0.69799433188101,1.14372410573613,48.8850047153547,40.3896720047024,10.6319241205263,5.78722928045775,17.7195909638683,5.19741660765222,2.33877818580254,1.03448016928968,3.80389702260734,29.3314705641353,89.8083755762502,24.2362754452864,81.3913087367488,NA,38.2766399789948,43.615597942558,0.0594441066172512,0.0113732346844231,26.0015301582453
"Collin",0.667710396658339,0.965943799633476,53.6262902876819,43.6373865204587,4.85916625518082,2.83402226760836,7.5174478697425,2.60579060156435,0.996994885154873,0.484768722912199,1.43364504581436,34.6632347402445,91.9467229085461,27.3613516136952,87.9359455639543,NA,43.6824365983832,45.0495851601297,0.0251704727472427,0.00646672224731532,59.3921490204845
"Tarrant",0.68565488126166,1.05453573704442,54.1398907066916,71.6864501063302,8.61939924149854,5.30053419036889,14.4742113563693,4.66653332892072,1.60048829353671,1.27993980668996,2.62343363463471,32.2403287752685,88.0389251596536,42.6892577230634,99,NA,72.0721196260857,71.6344495734636,0.0492102616345577,0.00911301141380698,31.8067841161718
"Denton",0.665117813349551,0.923698229936415,62.7267400829106,94.5732780848666,4.31946650750978,2.93341209863177,7.03097814628924,2.70946052913403,0.589344126856124,0.585365366222508,1.02263203220013,38.5360396912059,92.3654924038054,59.8435465802781,99,NA,95.8818234385761,92.2550538666801,0.0250272389484369,0.00442341897693303,53.1760654568948
