"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","rcntAsct_L","rcntAsct_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"Hidalgo",0.972196525423644,4.4062180549191,16.1290139420207,13.4119136737089,20.3118233198277,10.0863163350425,34.3645579475979,3.27609681513363,0.555751802257982,0.277905838195995,0.9375906300217,9.53335939932446,32.4806074518167,7.9227137626686,27.0482850965659,NA,15.4162452270171,11.5312222712987,0.144351969365048,0.0531215247263375
"Cameron",0.848822964118466,3.76570978064277,19.4488586380097,23.3700297743643,26.154321052053,12.9890739953211,44.2470888211784,5.086716929145,1.34391540453179,0.666838510769754,2.27441028608533,11.4961618146284,39.1615055159232,13.8095630484878,47.0941509089471,NA,23.9235722775498,22.1641563228391,0.191550996914425,0.0912933938496089
"Bexar",0.662630631205832,2.4495403149107,25.3780958763075,25.5253364331382,9.38749786846347,4.62966205305904,15.9507420731189,2.38236820944498,1.51976781618508,0.723139224442891,2.63919451599136,14.9357829154537,51.458792934375,15.0831533468555,51.4374203879948,NA,25.5253364331392,25.5253364331407,0.0583570697399712,0.0194355728383338
"El Paso",0.664216393978702,2.20143884892086,26.5092665606789,27.4784010777891,9.35486099698894,4.64349115284429,15.8294406991606,2.47990503807279,2.03159563478729,1.00734379710373,3.43903382865371,15.6664097311049,53.406046365648,16.2372370005127,55.3731415658478,NA,27.4783944701722,27.4784187887486,0.0545935929244801,0.0199819686520973
"Harris",0.726024369068385,2.10090103103953,30.7418466789322,42.9640970703878,7.66815011649868,3.82891812765772,12.944339198752,2.35733095192438,0.890417528075758,0.463943727081462,1.47651298133658,18.2112884692612,61.5665019028872,25.3878755415927,86.579165308509,NA,43.9553888091927,40.7763475948064,0.0495251902739933,0.0162813796990137
"Webb",0.832460525807827,2.07900207900208,31.1026385916446,20.5910596679205,14.0126543657122,6.82339209159864,23.982526801206,4.35830524446378,1.21281735254472,0.469219719273894,2.32452609677717,18.1728359175423,63.8730002022011,11.8574000309087,44.3732716822824,NA,20.1747038841584,28.1727234417294,0.0906092566416585,0.0315320213112972
"Galveston",0.466295139826954,1.33234641006662,32.7978178781658,36.1541774270357,9.75270408719651,4.83953865275607,16.504781039005,3.19867412471514,3.70346984653902,1.83664068473509,6.2690203708551,19.3802881550253,66.0946084787137,21.3638321159752,72.8561454211439,NA,36.1541774270306,36.154177427038,0.042617419870372,0.0091745834443162
"Nueces",0.957414616086,1.93394514439778,37.076278938276,14.6975739848566,14.3595940567038,7.13507096725786,24.2877748815685,5.32400314686762,0.447293961637006,0.226852397385478,0.749888580235502,21.920505986359,74.6173818214135,8.6823309640609,29.6398564293832,NA,12.3680780781873,27.1164516146468,0.102963300346431,0.0383697017376782
"Fort Bend",0.821391519558321,1.63100898045431,38.9620287968827,27.9584327781225,4.9334540630828,2.39896854938092,8.40093367499071,1.9221737927393,0.618086357611798,0.256466568749252,1.09943477246726,22.880478136157,80.1250101105053,16.5103907859675,99,NA,12.6931934300646,40.5826103999956,0.0313508271795171,0.0109156726212084
"Tarrant",0.644702093877192,1.48605075003505,39.3889941012471,79.5101820230789,5.2114298661514,2.84908780781004,8.81932387595024,2.05272980256901,0.982234086875551,0.749488255910963,1.66346140991202,23.2753647721984,72.0486675399044,46.9832893772675,98.9999999999999,NA,81.4521368291322,73.2066553629305,0.0305046066272697,0.00916097463177439
"Dallas",0.587227613342229,1.36413761180619,39.6849248770455,87.1939634129238,7.01692317559891,3.90572292395643,11.8338903242763,2.78466069091643,1.77770344790177,1.30466077182765,2.96909698239399,23.5312362596762,71.2969338873535,51.5237056530991,98.9999999999972,NA,91.761381803566,79.1068896120651,0.037986603845973,0.00951560635263396
"Travis",0.62136514221081,1.46299803200772,40.5095457264829,88.4488289234279,5.3238037783004,2.86794410244774,9.00951408635452,2.15664872595882,0.838187934783042,0.641267491356329,1.41947773627707,23.9374588383763,75.1984225954111,52.2652170911224,99,NA,94.7758583292445,78.7037630830862,0.0315517284180972,0.00768773078207445
"Collin",0.49422657187316,1.02415966386555,42.1060698429561,45.8712341769198,2.69925763960714,1.33950271384903,4.57256530146887,1.13655130697431,1.07710652792914,0.534210442827373,1.82781943403237,24.8558791846933,84.8487498549707,27.1057292863611,92.4374870534864,NA,45.871234176915,45.8712341769209,0.0116401000451676,0.00278566496807429
"Brazoria",0.840957263559085,1.50982419855222,46.1922335346204,41.186940321594,5.65485010540346,2.79451394284676,9.57943194644492,2.61210156672069,0.348674199551691,0.159818846690067,0.601886891104079,27.2678127609653,93.472482876924,24.1500389129678,85.7075663962545,NA,37.0296451256844,44.3684736413648,0.0394381415451108,0.0145867098865478
"Denton",0.811893649477353,1.28447298828863,54.9905075552149,83.3384567966247,2.2413035788969,1.38504531745168,3.75818789049797,1.2325042138886,0.0757154645319765,0.0757154645319765,0.0942099155257005,32.7951728279688,88.9865622704871,48.1361118065427,99,NA,86.0608716713628,78.4965615730489,0.0158311837069182,0.0057038823649926
