"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U"
"United Kingdom",0.672246438933364,14.8840974129854,4.3201152430738,4.51572999988114,10.7561550502839,5.33812563043448,18.2232647669746,0.464678293895967,0.392578562666938,0.195014942405212,0.68529383377029,2.54991791996618,8.70489617641588
"Italy",0.658824107255243,13.994112342231,4.62856921057613,5.89056042190357,8.98140077664825,4.45704590052339,15.1991422080162,0.415710351026387,0.184231613560904,0.091492616908005,0.31168118760627,2.73509087116204,9.32703769053781
"France",0.643271438897807,13.1010854405433,4.68844250697949,8.67517900369928,7.56078951973986,3.7511518595422,12.79610664532,0.354483269706733,0.545837944231133,0.270007186739723,0.924706318330916,2.77024316483312,9.4499845108909
"Belgium",0.648792212209137,13.0871019339828,4.89552431462717,49.8345092560838,13.3909705432951,6.77353277893452,22.4895774269182,0.655558218911573,0.460723609285684,0.356893908076551,0.607793349863752,2.91494235959686,9.67823202908736
"Mexico",0.651040145294133,10.9687387134315,5.04282435375261,8.05347270407396,7.74674724512085,3.84747273239081,13.1077744969638,0.390654856700614,2.06800586937523,1.02757533875678,3.50017405510159,2.98032939757319,10.1535445179845
"Netherlands",0.659240074957003,10.1621389809821,6.35403640795423,32.9058469442767,5.58075996688028,2.7694236753922,9.44433004829386,0.354603520136107,0.122636375583048,0.0608802995201117,0.207506666108114,3.75467098590193,12.8042351658559
"Spain",0.650240528845519,8.7184338839968,7.32361302864249,64.0910060405317,9.63485951007761,4.80822129499648,16.3051312038475,0.705619826371443,0.31379920180984,0.182732720968869,0.531029143702005,4.32759367311893,14.6752776771261
"Canada",0.660471332272403,7.37716274255723,8.59379854041559,13.3369939633041,3.81654382999207,1.89402302936027,6.45951271566771,0.32798608795618,0.174902926209451,0.0868417877981782,0.29680612224332,5.07756703010494,17.3169007383696
"Sweden",0.630158033726638,6.91869869989815,8.97315313175459,31.8224557285246,9.2667982903947,4.59995047744268,15.7210636443214,0.831524001007932,0.592731403221121,0.295415165601696,1.0420262684302,5.28923500229123,18.0768033283309
"Ecuador",0.621723291224598,6.16208423437339,9.44326223032703,26.5805089266689,5.91903163527955,2.96261926816056,10.0150960592443,0.558949678815462,0.90309170315012,0.472998382123187,1.52728023943154,5.58107156944872,18.8667401451994
"Iran",0.718395065239542,5.69015789678722,10.9181702348934,11.0203143116984,3.68619017254271,1.82981389858602,6.23993039739393,0.402464518220125,0.543370032450476,0.269448891098668,0.922369965995096,6.44982383758979,21.994833383391
"Egypt",0.625896114330923,5.29891729103925,11.1178034323472,11.3795730650033,0.859810400986896,0.426563806953498,1.45500001387132,0.0955920302725993,0.126396422798708,0.0625355872213618,0.213945676473152,6.56989892517304,22.4097845889256
