"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","rcntAsct_L","rcntAsct_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"Italy",0.650746625758175,12.2305638857817,5.11471654070195,11.1975960299951,9.41056635357046,4.66991592341397,15.9255589653929,0.481323793859801,0.516769535154135,0.25639270094985,0.874600844617428,3.02233532214314,10.3069049154942,6.61676129045171,22.5648526059001,NA,11.2236859286828,11.0458548120648,0.0588686141054914,0.000384805360824225
"Mexico",0.638140511843771,10.5705277039818,5.55288064001295,9.56913866772713,9.61208029595503,4.7773147585482,16.2601613195821,0.533747345856587,1.57801340057786,0.789210601601785,2.66579890422601,3.28254643583267,11.1725388179947,5.65449103092948,19.2832642849647,NA,9.84264489535712,9.0398528977103,0.0564199110630378,0.0105796151548782
"United Kingdom",0.65853617828434,11.0211279708317,5.88010776182392,38.7050044795395,9.52489664116816,4.7267353906764,16.1189253631414,0.560074186703035,0.200805874534993,0.0996833020150737,0.339776849628388,3.47463726076764,11.849070032729,22.8711390106256,77.9964484208985,NA,39.7832274149253,36.7775486100099,0.0617264928481364,0.000424995284699529
"Belgium",0.652133692734966,10.4181431608788,6.20545387755383,79.2068858834609,13.3992944711434,6.92618185098436,22.7310149030462,0.831487038324422,0.274217195872238,0.274217195872238,0.519345667972026,3.65794066772176,12.004984220942,46.8040689311565,98.999999999995,NA,84.0570354988792,68.4443548724812,0.0866255100167895,0.000233982470033345
"Bolivia",0.569665380848486,5.80265689986964,8.17126543893016,5.44978363601146,13.6986224971218,6.81732261315617,23.1554720506314,1.11935080571683,5.65559671740784,2.82062162840274,9.55165318300958,4.83406601804218,16.4192142463184,3.22032669400673,10.9821397513563,NA,5.48539732245993,5.72879934139373,0.0649520867616738,0.0281852796926493
"Ecuador",0.82498084412568,9.04834396214771,8.35844437656775,6.33248555790798,8.36852523132344,4.07036923267035,14.275405518795,0.699478526599207,1.04416957855885,0.428453241804386,1.89033772447747,4.89988551063066,17.1846455841137,3.52785297621968,15.0230324542222,NA,2.98022975736462,8.18960721425523,0.0632912230280591,0.0279158268175779
"France",0.650784227962078,7.32089479710142,8.58381729200263,71.653916276462,7.54587537587972,3.79635839503177,12.7863014929134,0.647724155347732,0.429632975818927,0.264851424224576,0.743620161949542,5.06576632583491,17.0617230500523,42.3409505270006,98.9999999999946,NA,76.1578282796187,62.0190809579962,0.0474192039884212,0.000893601111295854
"Netherlands",0.649968817061663,7.25208526413346,8.81177133451014,89.155447839643,5.72961152033551,2.8903499334469,9.69625118814048,0.504880265527715,0.198490077484357,0.145543755868608,0.335945620683545,5.20696355458732,17.4677903075084,52.6816305575977,98.9999999999952,NA,93.9510438769523,79.2746786081843,0.0366143473378533,0.000462066044678979
"Egypt",0.532878571611969,5.61182266009852,9.11881266159848,7.12829201784854,1.10878059812302,0.552285679897533,1.87356178884164,0.101107625570989,0.27439141122173,0.138169462648677,0.461598842268739,5.3965460959524,18.3071242386274,4.21217255600094,14.3645884602098,NA,7.12829201382071,7.12829189853051,0.00567398064288034,0.000497070986797277
"Canada",0.633628106754834,6.51665115754448,9.27043109042991,15.1296591972158,4.09011741172071,2.02978331607705,6.92159836750194,0.379171516171243,0.365877266061297,0.181623557100376,0.619093901682672,5.47809185160926,18.6803937724774,8.94017322470988,30.4892321443424,NA,15.4835937588922,15.2150176329068,0.0247092849976523,0.000398278176617286
