"date","positive","death","recovered","positive7","death7","recovered7","dif_pos7","dif_dea7","dif_rec7","testPosRate7","Einfected","Epositive","dif_Epositive","dif_Erecovered","Einfected_U","Einfected_L","Epositive_U","Epositive_L","confirmRate_k_U","confirmRate_k_L","dif_Epositive_U","dif_Epositive_L","CFR","CFRadj","ECFR_k","EIFRadj_k","confirmRate_k","NCC7PerEinfected_k","cumIncidence","cumIncidence_U","cumIncidence_L","difEposPerEinfected_k","ascertainmentRate","docuTransmissionRate"
2020-07-27,64156,1083,30204,59356,1035.28571428571,27679.8571428571,1457.14285714286,12.8571428571428,663.285714285714,NA,35759.9176990076,180150.134149224,3600.71876286785,1935.1948051948,43787.1228396714,17654.9954483871,288082.434194983,89419.6409908146,81.5493747149785,28.4746094580011,5117.3409745692,1786.82284473142,1.68807282249517,2.53808706615767,0.601165247594497,0.848649875267683,40.4681107608164,4.27199681299548,1.67753846252689,2.68259230570513,0.83266597483177,10.5570477523791,40.4681107608164,4.27199681299548
2020-07-28,64690,1101,32014,60769.2857142857,1049.85714285714,28542.4285714286,1413.28571428572,14.5714285714287,862.571428571431,NA,37326.8855893407,183645.366108821,3495.23195959724,1913.69264069264,45492.6155820647,18431.6529836544,293049.857340306,91154.1170008403,81.4819983739516,28.4510836491993,4967.42314532364,1734.47601002568,1.70196320915134,2.50472895826588,0.59952506470955,0.847107844622673,40.4346758848181,3.95192200580785,1.71008568251853,2.72884840995551,0.848817226857694,9.77416108453247,40.4346758848181,3.95192200580785
2020-07-29,66182,1123,33947,62217.7142857143,1066.71428571429,29611.1428571429,1448.42857142857,16.8571428571429,1068.71428571429,NA,39260.9177242001,187230.419888702,3585.05377988104,1634.16450216452,47797.8107012414,19388.3756971937,298144.935243366,92933.1662449917,81.4158785199555,28.4279965681942,5095.07790305949,1779.04924415149,1.6968359977033,2.47417146568234,0.599795695949173,0.848270222374352,40.4018645286997,3.88016039795741,1.74346931353485,2.77629322143078,0.865383539993612,9.60448138996308,40.4018645286997,3.88016039795741
2020-07-30,67915,1146,35302,63689.1428571429,1086.71428571429,30810.7142857143,1471.42857142857,20,1199.57142857143,NA,41488.1518556522,190875.294712795,3644.87482409281,1397.64069264071,50586.2395968425,20321.8248580217,303325.030805634,94741.9011201055,81.3512578141699,28.4054329450325,5180.09556226776,1808.73487511373,1.68740337186189,2.44029975234502,0.600392000297553,0.849733856719928,40.3697971107911,3.74759616875596,1.77740999161087,2.82452970810511,0.882226282497504,9.28372293713894,40.3697971107911,3.74759616875596
2020-07-31,69649,1160,36470,65199.4285714286,1104.42857142857,32074.2857142857,1510.28571428572,17.7142857142856,1263.57142857143,NA,43193.25579071,194619.316396771,3744.0216839755,2021.20346320342,52459.7335042391,21165.8076915305,308646.033870539,96599.8366926046,81.2883792441856,28.3834776237337,5321.00306490576,1857.93557249913,1.6654941205186,2.42699549823885,0.59603538922884,0.844000250317164,40.3385942114004,3.64006353990248,1.81227391446647,2.87407831012397,0.899527176546145,9.02431541660834,40.3385942114004,3.64006353990248
2020-08-01,71415,1170,37509,66702.1428571429,1120.85714285714,33435.5714285714,1502.71428571428,16.4285714285716,1361.28571428571,NA,45098.6900500428,198347.361045714,3728.04464894315,1806.18181818182,54676.6783609623,22109.1306000286,313944.330375614,98449.843811629,81.2274866545779,28.362215747551,5298.29650507483,1850.00711902439,1.63831127914304,2.42059635645641,0.589874245783561,0.834575165463359,40.3083768361063,3.47883608119883,1.84698906090893,2.92341547112643,0.916754241698044,8.63108043303598,40.3083768361063,3.47883608119883
2020-08-02,72243,1178,38244,68035.7142857143,1137.28571428571,34812.8571428571,1333.57142857143,16.4285714285713,1377.28571428572,NA,46629.8975616076,201658.174617885,3310.81357217097,1763.1774891775,56373.6288319059,22861.5192899781,318649.658135935,100092.80393015,81.168825313421,28.3417329567808,4705.32776032097,1642.96011852095,1.63060780975319,2.38569720435005,0.584156829859316,0.823682962663787,40.2792666968856,2.95682462947623,1.87781899692759,2.96723097164776,0.932053307692264,7.34126327948151,40.2792666968856,2.95682462947623
2020-08-03,73117,1183,38824,69315.8571428571,1151.57142857143,36044.2857142857,1280.14285714286,14.2857142857144,1231.42857142857,NA,47860.7866383363,204838.544214094,3180.36959620914,1935.1948051948,57595.4377647026,23471.6167695147,323169.598936864,101671.032451577,81.112642419192,28.3221155657588,4519.94080092851,1578.22852142708,1.61795478479697,2.36253703828535,0.577528025567077,0.811396664000473,40.2513864636592,2.74515502046375,1.9074342528245,3.00932016895927,0.946749600092235,6.82045160405344,40.2513864636592,2.74515502046375
2020-08-04,74295,1213,38824,70688,1167.57142857143,37017.1428571429,1372.14285714286,16,972.857142857138,NA,49062.7470405813,208249.72539556,3411.18118146583,2193.22077922081,58705.7156488537,24067.3586662249,328017.569128707,103363.799052906,81.0591877265098,28.3034507813488,4847.9701918434,1692.76660132891,1.63268053031833,2.32987733436719,0.58247375726233,0.815913402370188,40.2248600748094,2.86676428326988,1.93919880110852,3.05446394029427,0.962512458639195,7.12729861137194,40.2248600748094,2.86676428326988
2020-08-05,75660,1222,40122,72042,1181.71428571429,37899.2857142857,1354,14.1428571428571,882.142857142862,NA,49879.5236450892,211617.900268466,3368.17487290615,2537.25541125541,59172.9352446869,24474.0437266789,332804.41876117,105035.224177807,81.0087140505536,28.2858268790714,4786.84963246324,1671.42512490081,1.61512027491409,2.29374461017156,0.577455876109596,0.806003068726959,40.1998129874928,2.7595535058917,1.97056287932307,3.0990385636256,0.978076587677991,6.86503523767275,40.1998129874928,2.7595535058917
