"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","rcntAsct_L","rcntAsct_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"Hidalgo",0.884302442259125,4.89249816947347,15.0736721527956,7.53191676782231,23.0186737648415,11.4324907959155,38.9413614959602,3.46975941723378,0.644711918584289,0.322051459831604,1.0881385191893,8.91021598614042,30.3499865355099,4.45412346039033,15.1488754493186,NA,5.6746466810715,11.0495244082483,0.169757915973296,0.0520821905469092
"Cameron",0.705780096285096,3.8430384303843,16.8069221414632,16.7702464764042,31.1905722227599,15.4682097615539,52.803269843823,5.24217518895609,2.16575666100713,1.06136969643508,3.68922733663856,9.92774728622102,33.8899928935892,9.90969109969342,33.7945875963913,NA,16.7681639080632,16.7754009661334,0.201458807099654,0.0594468611113732
"Bexar",0.678435357203213,2.44212870893326,25.8226667667535,25.6703878246142,9.80480063987817,4.83482237703841,16.6631950186922,2.53186099638025,0.963896061506912,0.446501386179346,1.70318303015774,15.1943309403755,52.3671977776183,15.168865532725,51.7297209192943,NA,25.6703878246124,25.6703878246127,0.0618313042628858,0.0147529089161446
"El Paso",0.6414633080074,2.23586548153578,26.3989980161388,27.3062070394862,9.83367156257697,4.88108818115905,16.6398296090662,2.5959907607183,1.56471916630137,0.776517043675773,2.64784120042051,15.6010657663458,53.1846724412561,16.1354859778782,55.0261444886624,NA,27.3061921045913,27.306249287104,0.0580428613227587,0.0137970735931148
"Webb",0.78612436955553,2.14676034348166,30.2268560256321,30.3678082260041,15.3599114191086,7.53257932430448,26.2037281413506,4.64281831031858,1.44515849054686,0.624670913347929,2.65959187458739,17.7181593598966,61.6365007314048,17.9400371515261,64.8830113536063,NA,34.6125300417426,31.0621302452453,0.0996701823058243,0.0228335326736979
"Galveston",0.483129246294981,1.4612676056338,30.815449695987,33.5974884649101,10.9102444846772,5.41395719586679,18.4636955578185,3.3620409008849,4.1922560104959,2.07791831249381,7.09795316837018,18.2089272992873,62.0995101965639,19.8530613656284,67.7040297853494,NA,33.597488464911,33.5974884649082,0.04912841457279,0.0112462635769037
"Harris",0.702522110766778,2.03525680833975,32.2155445532889,64.6218698109635,7.97860481952667,4.0721063400101,13.4697240807994,2.57035099036547,0.475636661310664,0.34786397893179,0.77371943673509,19.0824323864912,63.1209201270292,38.1856503428419,98.9999999999982,NA,67.7281121117399,58.9822419434959,0.0523132435296414,0.011450172912509
"Travis",0.524051522636854,1.46959399352382,33.7086080684384,35.8477756168474,6.67634540516812,3.31313129016336,11.2983514851459,2.25050310592332,1.88621000344971,0.935616336528773,3.19259418175551,19.9188625781564,67.9267710460201,21.1827765008652,72.2386993491045,NA,35.8477756168493,35.8477756168484,0.0330732584687161,0.00536539544165613
"Fort Bend",0.619495649428945,1.7472,33.8151698221397,36.766758271406,5.86489854699503,2.88830036014536,9.96579225812479,1.98322540356257,1.10148110781622,0.523339163735071,1.90621853583012,19.9003285659072,68.6640984756434,21.7258117058315,74.0905886378382,NA,36.7667582713846,36.7667582715075,0.0346509142510452,0.00951948193710034
"Nueces",0.850345140523326,2.0125786163522,34.3350384360336,9.93979558471699,15.9787654720982,7.93001106811011,27.0395680824825,5.48631526644859,0.302346969295731,0.148610116053221,0.513165643695518,20.2899515617739,69.1842069238889,5.867297581824,20.0830084635701,NA,12.4221065334535,16.7273043076872,0.110416407878211,0.0276041019695527
"Collin",0.462048310633409,1.05752283287935,38.8767976319378,40.8813592178651,3.19421794796577,1.58512927470833,5.41014721969112,1.24180964755369,1.4298131594232,0.709180516042974,2.42475291592118,22.9533429891504,78.3412222187484,24.1571668105568,82.3821329693308,NA,40.8813592178639,40.8813592178655,0.0131324205637788,0.00268617693350021
"Tarrant",0.644454735066012,1.47642761555843,40.5150747227155,75.5128814450698,5.39628121031809,2.91220369123159,9.13214922761693,2.18630736460823,0.777324694392328,0.619485883403043,1.31628371789967,23.9407757157157,75.0739850784141,44.6212481266301,98.9999999999955,NA,78.1611455295673,70.8922309658116,0.0322792456920637,0.00695466660527375
"Dallas",0.599999120000695,1.38675491470669,41.6966734466619,86.8655036828764,6.92349753905421,3.85315949411966,11.675785400893,2.88686815994711,1.15581627678887,0.990262513195432,1.91611012626797,24.7252588226426,74.922103908566,51.3296158126112,99,NA,90.2939189854521,78.6296855869802,0.0400337860891692,0.00807499662594038
"Brazoria",0.786611313029472,1.43891570738953,45.0380805531695,34.4102371351901,6.46070716684741,3.19144736133917,10.9439113712456,2.90977849810913,0.48891702649973,0.226914008972371,0.83930105269684,26.5881036441357,91.1742594710431,20.1946549452016,71.6765284370647,NA,29.8259502244457,39.4257038988423,0.0418692598595354,0.00999459751485684
"Denton",0.744920447942365,1.29893081205266,51.7583817996129,72.8426163264531,2.54521870465054,1.4407119527859,4.33169204287136,1.31736401478819,0.143353096201949,0.143353096201949,0.267468416775741,30.4122269485008,91.4384039252816,39.6019015524755,98.9999999999994,NA,74.5383574719799,69.4843722230412,0.0171116470949778,0.00465623050203477
