"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","testPosRate7","rcntAsct1w"
"CT",0.659400494729057,8.76294750108306,7.30696672585626,11.0452801269347,19.492977246179,9.67351962259181,32.9876853695245,1.42434536125703,0.64575335153536,0.320626660354774,1.09256925204415,4.31780934400722,14.7241688323098,0.764554294744975,11.0364901010847
"NJ",0.658335806763836,8.5174228538967,7.43709539277801,7.48467955211491,28.247125774167,14.3050001779508,47.4075440734443,2.10076568954278,1.25319294231574,0.909202776310149,1.72593258492033,4.4312898518604,14.6855341727351,1.66796390786705,7.40364105430437
"MA",0.658854170427253,7.18612807495156,8.66395743083917,8.58273193182773,20.4833340797365,10.2807802211266,34.5045246293992,1.77466734508494,1.47386602663369,0.846792009361206,2.33564283337905,5.14328878356103,17.2619908889607,2.05873932739426,8.52808236726387
"MI",0.631802948282365,6.56445281204935,9.42819330662551,63.3218689996433,10.6051509770427,5.579978842881,17.6415057327458,0.999874134575072,0.790319785966776,0.70914188166954,1.03223011784917,5.66773692519411,17.9189592421255,2.40954922894427,68.2475838616437
"PA",0.646076218370049,6.06693361502117,9.68417006905723,13.1682207613299,9.85032351919807,4.88878592821694,16.6688774760343,0.953922081951484,1.29943383549377,0.64502745429339,2.19877302986445,5.72277337404985,19.5124535203243,5.0567530227644,13.16822076133
"NH",0.684041278589824,6.09738477098685,10.4304127260311,11.1499343520248,4.88001036778705,2.42199272130163,8.25802084177447,0.509005222433296,0.23627465619942,0.117476664258451,0.399536649716451,6.16376771366833,21.0159682957159,1.42163417552256,12.2534091248226
"NY",0.661254412483859,5.95786888343095,11.0078152949713,38.2409802551538,19.7738682471166,9.81280639636985,33.4631805724254,2.17667089331357,0.169330385890441,0.0841451422299686,0.286398969887667,6.5046742601246,22.1819406741664,0.87175603196437,39.4813158516623
"RI",0.665008775530548,5.03458498023715,12.0764750346084,13.7118443764214,15.8207234771698,7.85163939143836,26.7724957511315,1.91058572101484,1.37868731562542,0.6846157742555,2.33253764285824,7.13637510217586,24.3335897863342,4.93294643557362,13.6316178415889
"DC",0.663079334604814,4.56081081081081,13.8398650800515,27.7759142190927,13.3340555395516,6.6178786589111,22.5639794501449,1.84541529637307,0.749559864608777,0.372553467387051,1.26767313381015,8.17858968738435,27.8852996781406,2.13808839685628,28.457362901717
"IN",0.596980138956081,4.00309417907561,14.2076073319506,61.7273169919069,8.10936066224704,4.10401473227416,13.7136411077832,1.15214612002372,1.38641437169309,0.767284541407047,2.3370775137561,8.40146034862924,28.0736350911023,8.89643463497456,66.153353525054
"IL",0.644569537461682,3.91866235060255,14.4631570062447,17.0452197773804,11.0068208959321,5.4468586117885,18.6794726246859,1.59193378757481,1.75942838641015,0.857431197584601,3.03072050655817,8.52237008806653,29.2266405470747,4.03318605595193,17.0454160116393
"VT",0.607243568960421,3.90835579514825,15.0236092126387,24.7716116429764,1.58300646587059,0.785482881868536,2.67902911805251,0.237824705243201,0.19534325372009,0.0967988558469055,0.330771088684728,8.87727212969171,30.2775160010432,0.666097352689986,23.6341550424116
"LA",0.529419939302485,3.25017166399634,15.2659656513233,58.0978980794123,19.0844283511068,9.82726595239901,31.9141049624389,2.91342227683137,5.93853470317323,3.30092542740618,9.67107573682456,9.12894872113852,29.6463155769194,6.25381656082066,62.5741203962772
"OH",0.613152251947645,3.5617399882382,16.0659665805004,51.8055590478782,5.61383696510461,2.82389025168075,9.4602139805216,0.901917170697487,1.00995861927008,0.538641380692118,1.66988387648896,9.53379249723651,31.9388180953801,5.12339954143798,55.6655082687463
"MD",0.652104807957218,3.6878565607172,16.0746882597835,27.4007001162531,10.100592130586,5.04623126678111,17.0467114807289,1.62363869738392,1.27267215784854,0.664863767234046,2.10797255229807,9.52464467542272,32.1752732196835,5.00713918001412,28.2839687922363
"DE",0.689790200136162,3.7139099392497,16.4832797803836,12.7137956920358,9.9477756097104,4.934657318376,16.8372160169748,1.63971968567333,0.83149169398843,0.410535828955951,1.41000394478508,9.73866275766856,33.2286434473824,4.65764023210837,35.6036077586141
"CO",0.619620626335384,3.39284334183476,17.5394080139464,79.3604645933748,5.12411188113326,2.66758289590792,8.59637221864907,0.898738889923066,0.650236219674073,0.447102989813485,1.02569435377817,10.4548624357299,33.6911325718025,NA,85.3836825627787
"MS",0.593342056063611,2.87343182922299,18.0453777739343,41.659516911468,13.0313834425231,6.50297274011069,22.0316136335579,2.35156237137321,4.18709640672077,2.11088172140396,7.068751818808,10.67358211017,36.1613444397305,21.5800656751017,44.749049695019
"NM",0.630189912286289,3.0461079943899,19.0260761325405,47.9713332601202,5.7190943784961,2.85177726351108,9.66345973318597,1.08811925054451,1.00832042130291,0.513324302962469,1.6924467025329,11.260141611681,38.1558288042746,2.63629653063378,51.3957346491855
"ME",0.655831053744863,3.08143800440205,19.9745468351975,24.651652543948,1.52290357873936,0.704219512389195,2.65698533266565,0.304193088590193,0.129919584499014,0.0129000523108052,0.299716094577018,11.448805714144,43.1957767767839,0.43055035567203,16.3086574435756
"WA",0.685280953085017,2.6645235077741,22.8501531411294,44.0040152742014,3.71847430671422,2.02099207097171,6.32879157227934,0.849677073597751,0.545300415278106,0.445692651810979,0.959686861883812,13.4255815489234,42.042573338213,99.9999999999945,45.4946577482712
"MN",0.675467208580504,2.74792437254933,23.2135981125437,85.665526526701,4.81170578563559,2.51544889269053,8.12720987771858,1.11697004343546,0.357620070644897,0.304732167512127,0.590101567084625,13.7435855630814,44.4044021995908,Inf,92.5111589112842
"AZ",0.610416691556309,2.29724205163684,24.0985779418935,48.3062387197223,10.8772337954976,5.4239330380934,18.3973734448794,2.62125866412996,2.91303878076878,1.4691194413964,4.92315597620795,14.248004868649,48.327636895963,11.4693327342169,52.3988510022844
"CA",0.478673914026591,1.8221637013796,24.3127333204193,82.4713641061978,6.17437061499104,3.25048037050398,10.4176846777064,1.5011582618371,2.55389973402205,1.45262995355682,4.29241850921263,14.4097110661215,46.1826588912564,6.68349152936936,90.6071932953471
"MO",0.65084787004465,2.07690016771949,24.9356995286816,43.3569257652206,4.16861983294043,2.06893038322366,7.06076896568346,1.03947451603506,1.05653289296989,0.524178433903862,1.79472107989322,14.7218315892657,50.2421214586941,10.7377690235495,45.2135691045659
"AL",0.618507691113057,1.7905018141857,25.2735507831003,24.7389968713032,8.51809534766961,4.22790686608641,14.4140413045437,2.15282515344618,3.43018524389736,1.70141195193809,5.80602329953171,14.9356111028178,50.919408152407,14.2804804230781,24.1292328614874
"NC",0.552029715365233,1.62401295233767,25.8283270616266,22.4339325135034,5.19857413618516,2.58026229752376,8.79687410274968,1.34270473043503,2.30926595306925,1.14552129972903,3.90857978779746,15.2634301088308,52.0375285769826,8.47642530244447,21.6268706974637
"TX",0.649040638244585,1.8086939590128,26.1596524796164,25.2387681803644,6.77073156341189,3.36370040576543,11.4577934158303,1.77119984731624,3.04651498614561,1.51296184167463,5.1588889146018,15.4584725263865,52.6562902058811,16.09945403674,25.2393299441187
"GA",0.596852359499898,1.98453653331467,26.728423694321,68.4240748045161,8.0577339950033,4.22407130346642,13.551765844413,2.15370528234582,2.52680852234619,1.4773918225098,4.19450001347178,15.8924328170393,50.9864802845163,10.9126546950166,73.3471727099291
"SC",0.733265894722646,2.1037638703096,27.555860220979,30.8270453196687,7.32386657520315,3.65833095541209,12.3613477886244,2.01815443623398,1.97279893324112,1.00045390790682,3.30907562132971,16.3263300308661,55.1659885568403,14.2573622276126,30.2152344495898
"VA",0.728348459147768,2.28040377526008,27.7515657336399,40.1995129169171,4.37456169687528,2.18434015935419,7.40835458905884,1.21400936486698,0.406757111287525,0.214756645093859,0.694429885929259,16.3870310238647,55.5778530952754,6.97542635101094,41.0989798594395
"KY",0.692923993446195,2.1121902032585,29.5917568813232,86.2152472311374,2.85054508950116,1.55686079830178,4.8025331522951,0.843526372677678,0.31888470703119,0.300179252299078,0.518691751166921,17.5641967671699,54.1812327471918,8.0324778889372,93.0463321941496
"IA",0.627367427189314,1.90519707565162,30.8000145930901,82.9683837902227,5.17986903605578,2.7409034133825,8.75025885438333,1.59540041900814,0.930287893949272,0.631269849561018,1.55978534579327,18.232608264028,58.2071010316735,9.38693086801492,88.0284881178837
"FL",0.597286934915504,1.62383758393357,31.7167518166658,63.3505684170464,8.17870940018918,4.21376229851988,13.8130546050276,2.59402096226432,2.95885414472265,1.62081146241885,4.98309075027225,18.7794882192108,61.5606856413209,17.6570791864179,68.4151945899089
"OR",0.677009432373349,1.71748878923767,34.4141316464071,71.7899289536746,1.5363442941974,0.843068557258736,2.56053055819194,0.528719547947157,0.349578855251231,0.253753215554199,0.552699945424599,20.64882788669,62.713707372305,5.92840204565574,75.9249607661812
"NV",0.763731346322786,1.75618073316283,34.5261703439021,48.2564611069037,5.51501750003928,2.8187577556609,9.23337366551999,1.90412433655958,1.2998631700531,0.72515088380395,2.10261393096358,20.6221951535451,67.5518970275304,15.457221766973,47.4917626320779
"WV",0.764923597124637,1.87707029812293,35.9276001950399,87.9782202602966,1.26592814156484,0.717028132800786,2.1329174960832,0.454817601457916,0.252596909172341,0.213557644235213,0.418893599671357,21.3237315692297,63.4309283906828,2.72223260449758,93.9828047069546
"ND",0.632854361088458,1.2850324317709,37.1588122422964,41.8226880511135,2.88551330192214,1.43205050969012,4.93440277945183,1.07222247008774,0.981822085287886,0.487021667836899,1.71323870103467,21.7295287395824,74.8732298778871,8.78014309689959,41.8698175435682
"WI",0.658575640218551,1.5157788885274,37.8277593938534,69.3771608688277,3.07024348923052,1.63762891559842,5.19570324991582,1.16140431991157,0.565311554269835,0.394172103517194,0.957148212674191,22.3531688406259,70.9198713364908,7.1371595700232,71.9299532497568
"SD",0.714619606635439,1.49540264726685,39.0165832665439,32.0698857895606,2.86733499483812,1.49742333973592,4.83547432118449,1.11873614579177,0.546644784802976,0.345192520714579,0.908990895255518,23.1360166859024,74.7107458595552,8.67148415786546,31.6908068889488
"OK",0.679160792172238,1.38385788343492,40.7680706372341,86.8671928237568,2.85789428764926,1.67113756945438,4.83676124781417,1.16510836192633,0.705201190872925,0.602227299761856,1.19464444952313,24.0886060367951,69.7194763149711,8.30463272046464,93.4717111309096
"KS",0.564899767466549,1.2136295203859,40.8351993267802,75.1169008237342,2.73582924841986,1.49581325497826,4.62924195577693,1.1171813268326,0.847883645927868,0.558532875466311,1.43481383674404,24.1331375094458,74.6872193513785,10.9498935964404,78.0068483024861
"MT",0.929326164200344,1.4980580728685,41.4929470330529,49.2705581933028,1.21925510409266,0.603279512492638,2.06552291677797,0.505904874538959,0.326918693903145,0.15983974474029,0.556275736212707,24.4928231214265,83.8591173846854,6.70553935860058,50.3957740911582
"WY",0.55646535440673,0.961846745751843,47.4611910063046,60.7377375607074,1.13547868159712,0.616590943539269,1.92295129993621,0.538911705908677,0.439511270986824,0.271049574456826,0.745399536043676,28.0252394289213,87.4018198865023,4.64914813745297,60.7124766953337
"NE",0.720160374713928,1.21734372862809,49.0640330945028,48.3240199265374,3.08123945985257,1.58895662942777,5.22630632014384,1.51178034830294,0.481132812461174,0.298280071495699,0.826672902278506,28.926363203704,95.1429586122421,9.01710938704226,45.6407813486335
"AR",0.665951777528524,1.12429007456632,50.0759287156879,88.1361431406024,3.42550468333802,2.03746685090867,5.77615267363884,1.7153532833809,1.01250870422574,0.838862232085122,1.69423998009994,29.6971596891718,84.1904879392702,10.8560168637154,92.7635823082362
"HI",0.927615162930557,0.927643784786642,53.3461290046474,57.1360030298348,0.570889227378688,0.299717996939725,0.97323536979876,0.30454730371107,0.289096322382556,0.159626777372607,0.496704327651618,31.2922560319651,99,9.88008674575839,60.0133893627083
"TN",0.694394069137233,1.02170242236073,55.1410594432382,86.1614873158939,3.4126914054383,2.12528065609375,5.75733094689992,1.88179419648701,0.95770561825157,0.905951643645267,1.6042037597572,32.6851837047909,88.5433267879892,7.97285779846577,90.0373008701806
"ID",0.711150701570882,0.941338537481345,57.970447018321,82.5629964648356,2.52256444414915,1.58847627754688,4.26890540469678,1.46234188459849,0.840480651118085,0.752678760503054,1.42378524845476,34.2556638287083,92.0594097166387,17.1128871128871,86.0169875273245
"AK",0.571261850076697,0.568421052631579,70.9625362065721,93.6583022903023,0.915004930960578,0.700337665255264,1.63363536872438,0.64931070542482,0.408814199424857,0.408814199424857,0.777167133762686,39.7463667753368,92.7139489474916,1.62248699239557,96.6405135499478
"UT",0.662742206221585,0.777122226135963,73.0534945031693,92.7657760158928,1.93948556429334,1.42283402843279,3.26865140733266,1.4168619801008,0.441845006534094,0.441845006534094,0.734759650344393,43.346989431859,99,8.57338117204872,94.6846160936426
