"date","positive","death","recovered","positive7","death7","recovered7","dif_pos7","dif_dea7","dif_rec7","testPosRate7","Einfected","Epositive","dif_Epositive","dif_Erecovered","Einfected_U","Einfected_L","Epositive_U","Epositive_L","confirmRate_k_U","confirmRate_k_L","dif_Epositive_U","dif_Epositive_L","CFR","CFRadj","ECFR_k","EIFRadj_k","confirmRate_k","NCC7PerEinfected_k","prevalence","prevalence_U","prevalence_L","ascertainmentRate","docuTransmissionRate"
2020-04-25,14537,181,6746,12369.4285714286,157.428571428571,5463.71428571429,562.714285714284,7.85714285714283,387.285714285714,NA,38321.0307730296,53422.4636734625,2361.27497338186,1139.61471861472,61459.6594700422,21484.1505766237,86975.6777850605,29007.3847334443,48.0229773422142,14.0819256868147,3996.00380110776,1171.76051310679,1.2450987136273,2.96475652407856,0.33880878483317,0.917863153550506,23.8309511623018,1.51639085447277,0.28188246630751,0.458925269951541,0.153056833914903,23.8309511623018,1.51639085447277
2020-04-26,15010,189,7024,12948.5714285714,165.428571428571,5847.42857142857,579.142857142859,8,383.714285714286,NA,39597.2801976245,55846.3278166721,2423.86414320956,1139.61471861472,63619.762891884,22117.2614618684,91077.6017197228,30210.204533834,48.1487631775949,14.1188102550842,4101.92393466234,1202.81980038971,1.25916055962692,2.88203086112494,0.338428697801643,0.890369178746407,23.8933712009117,1.51120929139953,0.294671932679905,0.480568982274056,0.159403486400453,23.8933712009117,1.51120929139953
2020-04-27,15492,198,7327,13536.7142857143,173.857142857143,6226.14285714286,588.142857142857,8.42857142857144,378.714285714285,NA,40825.9786461349,58309.0782132344,2462.75039656234,1225.62337662338,65699.2965300225,22726.8475877672,95245.3331600591,31432.3212719777,48.1249326505579,14.1118223561786,4167.73144033627,1222.11673814372,1.27807900852053,2.81960984199064,0.339569765236076,0.869640050691618,23.8815455258407,1.48520949529713,0.307666581521375,0.502559926467311,0.165851958757873,23.8815455258407,1.48520949529713
2020-04-28,16044,207,7710,14157.2857142857,182.428571428571,6617.71428571429,620.571428571428,8.57142857142856,391.571428571428,NA,42234.8346865224,60909.1247298124,2600.04651657799,1182.61904761905,68084.0089500189,23425.6193285395,99645.4118804219,32722.5699193022,48.097041594138,14.1036437757247,4400.07872036277,1290.24864732442,1.29020194465221,2.72484796756641,0.339850557561341,0.847501840885302,23.8677048512264,1.51991683356432,0.321385670350506,0.525776846024302,0.172659927650525,23.8677048512264,1.51991683356432
2020-04-29,16564,216,8057,14785.8571428571,190.428571428571,6999.28571428571,628.571428571429,8,381.571428571429,NA,43435.5261684856,63536.9590689185,2627.83433910609,1419.14285714286,70114.9593700446,24022.170848053,104092.516146601,34026.6080123924,48.2019223136246,14.1343982724162,4447.10426617955,1304.03809309024,1.30403284230862,2.58523719017881,0.339959612743986,0.82506725075555,23.9197509225505,1.48813762860929,0.335251381020131,0.549241894849822,0.179540656253497,23.9197509225505,1.48813762860929
2020-04-30,17702,227,8580,15503.2857142857,198.857142857143,7395.85714285714,717.428571428571,8.42857142857144,396.571428571428,NA,45050.5983335632,66515.0961690611,2978.13710014253,1354.63636363636,72847.7628142419,24823.9230932365,109132.44046992,35504.4805583278,48.544684952821,14.2349076177445,5039.92432331812,1477.8725459354,1.28234097842052,2.59876036143679,0.341275910393387,0.812759241712918,24.0898436607984,1.65153273604474,0.350965456580579,0.575834945798272,0.187338618561689,24.0898436607984,1.65153273604474
2020-05-01,18687,234,9018,16290.8571428571,207.428571428571,7780.28571428571,787.571428571429,8.57142857142856,384.428571428572,NA,47027.4602114958,69747.6550166906,3232.55884762954,1247.12554112554,76193.4191790948,25804.7782893749,114602.9246736,37108.6075052718,49.0965774293508,14.39674074996,5470.48420368077,1604.12694694397,1.25220741692085,2.60457774269929,0.335495150258462,0.788658782926728,24.3637151153169,1.74798171749167,0.368021982951649,0.604699836580084,0.195802759467634,24.3637151153169,1.74798171749167
2020-05-02,21213,247,9572,17244.5714285714,216.857142857143,8184,953.714285714284,9.42857142857144,403.714285714285,NA,49699.4789695621,73611.7213938046,3864.06637711397,1182.61904761905,80716.3849894489,27129.9508631951,121142.113927178,39026.1141285013,49.7372094656979,14.5845952568588,6539.1892535775,1917.50662322949,1.16438033281478,2.59522669766806,0.335544387936007,0.784742525242556,24.6816227423764,2.02772936004483,0.38841064505107,0.639203726286796,0.205920441411707,24.6816227423764,2.02772936004483
2020-05-03,22441,260,10041,18306.1428571429,227,8615,1061.57142857143,10.1428571428571,431,NA,52739.7284562184,77866.2349497249,4254.51355592036,1204.12121212121,85862.9060987353,28637.5666127496,128342.059944889,41137.3764945971,50.2813598924947,14.7441581639646,7199.94601771134,2111.26236609581,1.15859364555947,2.60560146923783,0.333905960867212,0.782087478750099,24.9516522774786,2.13570651926545,0.410859493187539,0.677194084671589,0.217060471314015,24.9516522774786,2.13570651926545
2020-05-04,23421,270,10415,19438.8571428571,237.285714285714,9056.14285714286,1132.71428571428,10.2857142857143,441.142857142857,NA,55975.1405786709,82380.5604920908,4514.3255423659,1268.62770562771,91339.5046356329,30242.1739173393,135981.687785816,43377.5681171245,50.5632765663292,14.8268254592995,7639.6278409269,2240.19162252743,1.15281157935186,2.5663607428695,0.327747223844055,0.769594212500229,25.0915507772761,2.14750548782632,0.434679233613123,0.717504414622578,0.22888079363047,25.0915507772761,2.14750548782632
2020-05-05,24794,275,10710,20688.8571428571,247,9484.71428571429,1250,9.71428571428572,428.571428571429,NA,59651.5646196572,87356.8286889213,4976.26819683047,1290.12987012987,97561.9365291702,32065.9890697944,144403.064734298,45846.9944403637,50.6190441171113,14.8431783501304,8421.37694848233,2469.42632323917,1.10913930789707,2.5487565782685,0.314800805074184,0.745773655280773,25.1192249002207,2.23294299500257,0.460936404396263,0.761939626717122,0.241910667853683,25.1192249002207,2.23294299500257
2020-05-06,25826,281,11189,22012,256.285714285714,9932.14285714286,1323.14285714286,9.28571428571428,447.428571428571,NA,63712.9934719861,92631.6644676571,5274.83577873581,1204.12121212121,104436.013927617,34080.7872757836,153329.709898313,48464.5821200371,50.5481771410211,14.8223978082693,8926.64516401445,2617.58767967341,1.08805080151785,2.41824603024829,0.303351992663494,0.724105236588581,25.0840578293789,2.21798922651065,0.488768960524066,0.809040875548788,0.255722312247931,25.0840578293789,2.21798922651065
2020-05-07,27359,285,11664,23391.5714285714,264.571428571429,10372.7142857143,1379.57142857143,8.28571428571428,440.571428571429,NA,67945.1333962134,98140.7178117979,5509.05334414076,1268.62770562771,111597.99797521,36181.0189030586,162652.723249936,51198.3980652498,50.4632153816808,14.7974842096658,9323.01335162285,2733.81594521272,1.04170474067035,2.41485422208314,0.290399343263963,0.698854844837591,25.0418963548191,2.16521409279569,0.517837360535678,0.858233552491517,0.270147232554445,25.0418963548191,2.16521409279569
2020-05-08,28750,294,12160,24829.1428571429,273.142857142857,10821.5714285714,1437.57142857143,8.57142857142861,448.857142857143,NA,72390.3338095,103884.619523786,5743.90171198783,1290.12987012987,119120.644828464,38386.9078299527,172373.172300992,54048.7553057851,50.4347808803593,14.7891462731881,9720.44905105626,2850.3572405353,1.02260869565217,2.40125588697017,0.283006282689118,0.686581871058026,25.0277860007798,2.11574831875349,0.54814493284645,0.909523290248208,0.285187080468061,25.0277860007798,2.11574831875349
2020-05-09,32208,304,12667,26399.8571428571,281.285714285714,11263.7142857143,1570.71428571428,8.14285714285711,442.142857142857,NA,77248.6443309514,110170.215759523,6285.59623573712,1419.14285714286,127341.510985646,40798.446456065,183010.33516147,57167.9233626171,50.3568341652488,14.7662897176293,10637.1628604782,3119.16805683196,0.943864878291108,2.4041514041514,0.27593664758138,0.67818733273038,24.9891056759881,2.16978583931925,0.581310744516474,0.965650048459018,0.301645302800555,24.9891056759881,2.16978583931925
