"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","rcntAsct_L","rcntAsct_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"Italy",0.651922028098487,12.3368460422287,5.07136663276143,10.602453344448,9.40369903137757,4.66651212032182,15.9139317897401,0.476896054922592,0.515332499161389,0.255681962405335,0.872165670799727,2.99672049134993,10.2195396181614,6.26508606717374,21.3655499213861,NA,10.6364127130049,10.4672855240913,0.0588339320772626,0.000369941634440456
"Mexico",0.638640391491398,10.5772379993926,5.54373043040131,9.55232037242645,9.49765109217113,4.72053034163288,16.0665469606188,0.526524173770034,1.57341931384195,0.786910916431207,2.65808672454707,3.27714583015638,11.1539199129033,5.64455294734266,19.2493728717073,NA,9.82841184455776,9.00928930851513,0.055691714983992,0.01099427147976
"United Kingdom",0.660048710647776,11.2191310205456,5.80055972694366,39.3412835822807,9.47441758830935,4.70167337978769,16.0335161159792,0.549569250989939,0.155520575988945,0.0771992822993631,0.26315615411344,3.42762777056888,11.6888011266907,23.2471221167922,79.2786472188473,NA,40.0409161907878,37.9807842459044,0.0616568943171926,0.000396859708360535
"Belgium",0.652585075845832,10.5995376752275,6.10163123105494,79.3863859262508,13.3940811365313,6.89442260446984,22.6751241143621,0.817257437739431,0.269003861260145,0.269003861260145,0.463454879287828,3.60420270961954,11.853892408765,46.9101371382308,98.999999999996,NA,84.550050503047,58.067821376761,0.0866255100167895,0.000450632905249405
"Bolivia",0.55654152950595,5.79380813201796,7.79411815332632,4.74928866697848,14.221846924493,7.07696781771629,24.0409287738749,1.10846755288019,6.91532512559543,3.44371413913857,11.6862991219087,4.61075178628186,15.6630294418646,2.80639784866915,9.57053625315389,NA,4.73321923601844,5.12288627861316,0.0642224832195528,0.0284111093604486
"France",0.650988210061315,7.61066234267013,8.26827742577647,69.2446425196441,7.51264573923715,3.77376018497626,12.7302836335149,0.621166391735903,0.403075410591039,0.245593669284281,0.698852955722876,4.879438743223,16.4601448234266,40.9172887616085,98.9999999999967,NA,73.5649911939756,60.0088369460799,0.0472748766611672,0.000749273784041884
"Ecuador",0.832757990679603,9.18502072978951,8.41959390304185,9.54164734592564,8.12904716311016,3.98963336815849,13.8177708285031,0.68443275932062,1.81239390469906,0.844670649913515,3.1423189747086,4.95327913464004,17.1552795999532,5.63824615895501,19.227865106181,NA,9.54164734592372,9.54164734593751,0.0628652908250692,0.0278525125711875
"Netherlands",0.648996666023596,7.50128898428039,8.50896405413767,81.3985249377039,5.73272511959831,2.98452723842069,9.7024003277948,0.487795519749141,0.204771192782194,0.204771192782194,0.347453436690495,5.02757568507802,16.3441470216659,47.7696746042024,98.9999999999994,NA,85.7071053090393,71.9810630820819,0.0365909515887556,0.000491310731051066
"Sweden",0.613920481757129,6.75799086757991,8.93350571324843,17.7993789635821,9.64809827823974,4.78867440155892,16.3263191512443,0.861913410906371,0.845370251171007,0.420338099266402,1.42948447141188,5.27928801906754,17.9989980238744,10.5182406533272,35.86484257269,NA,18.2312307276216,17.9028326602636,0.058248029595499,0.000338767192310463
"Egypt",0.53017349520244,5.5951451416824,9.0930732805242,7.06963900521571,1.1083807542458,0.552087261131393,1.87288512997249,0.100785874210798,0.27908032990084,0.140496437849253,0.469533738380461,5.38131637642284,18.2554246957731,4.17751395762801,14.2463937529353,NA,7.06963900846609,7.06963909805498,0.00563911594440758,0.000486113510134411
