"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"Cameron",0.864575662318988,3.33262689414009,14.1080088021283,11.2348017262307,31.5592458120396,15.6712171092994,53.3938845688482,4.45238117704785,14.8952067268621,7.38749901093046,25.2129175603525,8.33874742959893,28.4112021803703,NA,9.70346394217775,12.9910522006464,0.148381252535928,0.112288515432594
"Hidalgo",1.11012835341688,4.46380194223315,16.7105131757207,12.5194278317132,16.5808758333418,8.23649879359217,28.0552388532161,2.77074944078047,1.64659352341293,0.817107745900784,2.79337348829494,9.87605008560762,33.6398937244556,NA,11.2382018591978,13.7999570130333,0.123680767351973,0.0736772451639203
"El Paso",0.650189572676867,2.01804244668092,24.2457468054706,22.943907213723,9.40749712466823,4.66832291735216,15.9203797494385,2.28091793357898,3.77552818268617,1.87010453608678,6.39403718957147,14.3270322032327,48.8594721050853,NA,22.9465156659143,22.9431485932598,0.0460298920735812,0.0201009089416931
"Bexar",0.651604352459379,2.18904806533673,26.8848619736303,27.3431655054669,8.39297519179668,4.09600427043453,14.2213625177571,2.25643979579557,2.19052319133062,1.01530199605904,3.72874470543061,15.8665514150148,55.0888047671931,NA,27.3304679822187,27.3737456176029,0.0493945516953509,0.0336346182798108
"Harris",0.821114448084138,2.04639036603282,27.9847748248705,16.8793911194753,7.3509887378278,3.67152977433231,12.4076045579243,2.0571576456827,2.04858353787822,1.03764806153417,3.43789440490904,16.5798130983217,56.0299867391599,NA,12.7571570320085,24.5036215964118,0.0420974758753583,0.0137061549361632
"Galveston",0.459638950704418,1.26115638339154,31.1679834672142,30.9931396927581,9.78791898935813,4.85701371698665,16.564375488817,3.05069697238746,4.60862385001684,2.28517589574948,7.80169755984234,18.417216963278,62.8101370543411,NA,30.7703785549449,31.4846361222951,0.038474059605197,0.0183491668886324
"Webb",1.15771092901546,2.16119758104491,34.6961970823252,39.2185379330263,10.5368962434215,5.29443359711942,17.9156431547122,3.65590228697764,0.884622406087278,0.499132073455185,1.5885175843551,20.406201750095,69.0518111128399,NA,40.0024145654113,37.9696974518317,0.0790112717915262,0.0463919394005292
"Tarrant",0.621530190104724,1.47003493684493,37.6830977889769,81.3033597087073,4.73610569534762,2.57495226144873,8.00563413467285,1.78471134056715,1.37079682107946,0.903592842110185,2.31236028043825,22.2931914017587,69.3104632379872,NA,85.6739858185487,71.1776604817794,0.0262358802281706,0.0104559815168943
"Fort Bend",1.02749897427328,1.52965057271277,38.391740129365,38.5905641925966,4.56041615194288,2.22709161277497,7.75905249853546,1.75082311787149,1.2766102792187,0.59577088365472,2.204265320537,22.5649087720694,78.6147775793543,NA,44.3528850375082,39.4469916252058,0.026781475849709,0.0156119503768446
"Travis",0.645143275022565,1.38111819711256,42.0585965613066,73.6300584974878,4.86649200767996,2.58914733514763,8.23524935684364,2.04677824019834,1.08715418955273,0.712487749512145,1.84109426627942,24.8538708606004,79.0522119932444,NA,77.3834920158679,66.8777551106361,0.0282684267299196,0.00992998559351284
"Nueces",1.12852042782548,1.71390164668982,42.8088110188181,35.8930136197144,11.5126681829062,5.7238651281982,19.4677797890137,4.92843636564393,0.937505648818608,0.470239395375639,1.57932270714847,25.3158625126077,86.1032930591666,NA,27.8067836364491,39.5037185988965,0.0844685520268312,0.0488592604861082
"Dallas",0.624686302011122,1.28619269181756,43.0674876998332,86.1005094445373,5.94055327971489,3.34556901290872,10.0123412697034,2.55844705304325,1.45464196690571,1.1183372665216,2.42236630476195,25.5529349642219,76.4727029444499,NA,88.8167983913807,76.9547143810455,0.0329065590202641,0.0109562160793276
"Brazoria",0.908166480387304,1.43293399107353,48.998075910614,49.6905519135871,4.69373109597455,2.33604236903692,7.94302351465459,2.2998379254457,0.689742378047434,0.346709520824703,1.17032862445565,28.9541875483887,98.4501803532724,NA,49.7879193230293,49.4858774631121,0.0329551593733117,0.0232306861156132
"Collin",0.719254062842835,1.01701359186389,52.1264915096053,77.0735867371787,2.0080262097844,1.18962473298807,3.40159214098993,1.04671361175391,0.61592158193094,0.498304714781362,1.04641153409265,30.7712849856627,87.986873736628,NA,79.3054658923986,74.3094903328534,0.0106452196994268,0.00348208121009286
"Denton",0.916658608485444,1.29608938547486,60.2569551192735,92.0368382496189,1.72898144748281,1.15644524756615,2.98818008188353,1.04183157483028,0.0995703695323908,0.0995703695323908,0.23192400980931,34.865086650788,90.0891397169835,NA,95.8175855914312,84.6559647847326,0.0135030684559008,0.00814840337856085
