"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","rcntAsct_L","rcntAsct_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w"
"Cameron",0.676511953608969,3.77946977341528,15.2986758610976,15.2994366815999,33.6179231052408,16.6799056433026,56.9048665362156,5.14309708710381,6.84720890918912,3.38766964580126,11.6109165150608,9.03806194472069,30.8340898149439,9.04057622094522,30.8306830098896,NA,15.1960901947138,15.2873868070807,0.19438179982449,0.0799701822093473
"Hidalgo",0.951736693132199,4.58702977786947,15.8853443320855,14.4000429647691,21.1417209992484,10.4998323316061,35.7666816596021,3.35843517845945,0.674913376070742,0.33703864926097,1.13924867801251,9.38984278838691,31.9856076972777,8.51013806009565,29.0096253569447,NA,10.0661474696314,11.4104798399943,0.154052421706379,0.0523131536978933
"Bexar",0.658518695632548,2.44742832083864,25.2218425565063,25.3713117774858,9.5598452203711,4.71740962337192,16.2433387828949,2.4111691101277,1.29710980820481,0.615177099758984,2.26289733445036,14.8440486426768,51.1121420998043,14.9921387776058,51.1270373697841,NA,25.3713117774881,25.3713117774865,0.0590116356645783,0.0174215238395427
"El Paso",0.643033168297578,2.18730890446399,26.585090664421,27.476185846789,9.51116416503876,4.72105515767692,16.0939537527834,2.52855161651748,1.8123157469822,0.898673753799819,3.06774481122194,15.7111897757266,53.5590356830674,16.2359280003752,55.3686775397411,NA,27.4761858467909,27.4761858467897,0.055307234662055,0.0184357448873517
"Harris",0.703338795097596,2.09556410847626,30.3116281433372,45.6643876368111,7.91741254918839,3.95261226718795,13.3661679309961,2.3998966504839,0.863919372517314,0.450884632812075,1.43154575991935,17.9550089664708,60.7167232264671,26.9835017853879,92.0206599347815,NA,46.9678224699259,43.2164882485092,0.0502913728480645,0.0145574689073534
"Webb",0.821648072004617,2.10168943496888,30.6901427104147,23.563457187281,14.6096044517065,7.13375283579276,24.9086975690834,4.48370845565583,1.30836326963459,0.531102436203034,2.40170074219966,18.0005736679745,62.8520297641846,13.5972356441662,50.4938121263577,NA,30.7905960438176,28.6250404262337,0.0942336269073249,0.0293573991518974
"Galveston",0.503126926643124,1.48635258084857,31.9291495376326,34.5354192206303,10.2896218144079,5.10597902866548,17.4134110389012,3.28538873597916,4.05983751128613,2.01288842999571,6.87292367696309,18.8670027293312,64.3439527960193,20.4072931758275,69.5941023688522,NA,34.5370348758814,34.5385878805341,0.0488324602681346,0.0145017609281127
"Fort Bend",0.648711296649871,1.67224080267559,34.7819425489525,41.0134188336467,5.56467214195181,2.73625965466639,9.44790550791328,1.93550106745124,1.05191406357658,0.496014646473446,1.81207263618764,20.4860332888609,70.7352850870881,24.2352020380636,82.6482531041709,NA,41.0134188335082,40.0036156354484,0.0323662385861412,0.0104079669178964
"Nueces",0.913076033906083,1.96018062397373,35.2386429184861,12.804308339888,15.2658756021628,7.58134612902116,25.8315283269713,5.37948739182643,0.495869454573911,0.248849843381379,0.840283023523622,20.8252772493123,70.9568894531001,7.56353599851084,25.7920477844226,NA,8.49323371512061,19.80378040081,0.105447669523691,0.0339530454225498
"Collin",0.470307507911082,1.01918465227818,42.0504964288747,45.9817293781395,2.76244608348864,1.37085938524887,4.67949600012014,1.16162229168698,1.0822236768245,0.536785578467804,1.83642643609661,24.8236624554686,84.7367938817514,27.1710219052646,92.6601516256459,NA,45.9817293775703,45.9817293804522,0.0118390761143157,0.00258668889892613
"Tarrant",0.698553086062418,1.47765138458003,43.8344432180445,88.3219325921705,4.76136863303985,2.68543475563978,8.04691982050634,2.08711942985164,0.367406119168328,0.367406119168328,0.612012623017059,25.9368736908864,77.7199827874573,52.1902328953719,99,NA,91.9091050682636,80.6536117647427,0.0308403491530415,0.0083455999263285
"Travis",0.674986720091921,1.46658825259134,44.2968409767699,90.5237669079173,4.91834366376339,2.68057940346323,8.31745765408383,2.17867087142831,0.290971070524325,0.290971070524325,0.487263904289295,26.1939520709022,81.2761177159507,53.4913168092101,98.9999999999954,NA,95.3843627628585,80.1691631717704,0.0319521310629969,0.00688692549227503
"Brazoria",0.814789153236434,1.47940823670532,45.5044687506483,35.3380849678279,5.93858832507096,2.93257690280416,10.0599783363922,2.70232306861156,0.352304088867769,0.159152835574255,0.6080297807159,26.8621161820583,92.1484127501506,20.7369167024823,73.6944527380188,NA,32.196408068092,40.8555539245282,0.0399783900594273,0.0129659643435981
"Dallas",0.695622831672811,1.3709114345561,47.994257331434,91.4071651979732,5.88287761532062,3.39547291800788,9.91473629919004,2.82344342119031,0.437838609458327,0.437838609458327,0.701532175356794,28.4772417136396,83.1531715719534,54.0133248897055,98.9999999999992,NA,95.2925388436418,81.3527120378216,0.0387069087093198,0.00860574757788012
"Denton",0.796456724060105,1.2814603116069,53.7237637539179,68.9835429558258,2.35026963518951,1.40584267104131,4.0868891368284,1.26265330638928,0.0517078419916969,0.0517078419916969,0.197487351926398,30.8952179546801,89.8146949440674,36.9335155714241,99,NA,58.9036936496601,70.6139596308492,0.0161804009945708,0.00512185355223825
